#Taxonomy	M34.1.30.18	M5.9.5.17	M20.11.27.17	M2.8.22.17	M14.11.27.17	M2.7.25.17	M3.8.22.17	M1.8.8.17	M1.7.25.17	M23.11.8.17	M19.11.28.17	M9.7.25.17	M8.8.8.17	M19.12.11.17	M4.8.22.17	M11.11.27.17	M24.11.8.17	M33.2.27.18	M9.8.8.17	M24.12.19.17	M6.8.8.17	M4.9.5.17	M12.11.28.17	M30.11.8.17	M20.10.31.17	M6.9.5.17	M2.9.5.17	M31.3.12.18	M29.11.22.17	M15.10.31.17	M27.11.8.17	M27.12.6.17	M35.3.27.18	M15.12.11.17	M30.12.19.17	M2.9.19.17	M5.7.11.17	M22.12.6.17	M4.7.25.17	M2.8.8.17	M8.8.22.17	M29.12.6.17	M18.11.28.17	M38.3.13.18	M8.7.25.17	M36.3.13.18	M1.8.22.17	M38.3.27.18	M24.12.6.17	M9.9.19.17	M23.12.19.17	M34.3.12.18	M22.12.19.17	M17.11.27.17	M27.12.19.17	M30.11.22.17	M8.9.19.17	M32.2.13.18	M29.11.8.17	M7.8.8.17	M3.8.8.17	M21.11.8.17	M10.7.11.17	M1.7.11.17	M9.7.11.17	M10.8.22.17	M32.3.12.18	M3.7.11.17	M31.1.30.18	M9.9.5.17	M33.1.30.18	M31.2.13.18	M33.2.13.18	M10.9.5.17	M3.9.5.17	M35.4.9.18	M10.7.25.17	M19.11.14.17	M32.2.27.18	M33.3.12.18	M29.12.19.17	M12.12.11.17	M22.11.8.17	M18.12.11.17	CS.283.S145.L001.001	M37.3.27.18	M31.2.27.18	M5.8.22.17	TFS.023.S170.L001.001	M22.11.22.17	M34.2.13.18	M16.11.27.17	M10.8.8.17	M7.7.11.17	M12.11.14.17	M18.10.31.17	M35.3.13.18	TFS.026.S116.L001.001	M8.9.5.17	M16.10.31.17	M30.12.6.17	M6.8.22.17	M12.10.31.17	M8.7.11.17	M1.9.5.17	M17.10.31.17	M13.11.14.17	M17.11.14.17	M7.8.22.17	M13.10.31.17	M21.12.6.17	M23.12.6.17	M38.2.27.18	M9.8.22.17	M21.11.22.17	M37.4.9.18	CS.224.S144.L001.001	M16.11.14.17	M2.7.11.17	M1.9.19.17	M7.7.25.17	M27.11.22.17	M34.2.27.18	M15.11.14.17	M23.11.22.17	M38.4.9.18	M21.12.19.17	M35.2.27.18	M24.11.22.17	M37.3.13.18	M32.1.30.18	M11.10.31.17	M19.10.31.17	M7.9.5.17	M18.11.14.17	M6.7.11.17	M3.7.25.17	M13.11.27.17	M15.11.28.17	M14.11.14.17	M11.11.14.17	M4.8.8.17	M5.7.25.17	M14.10.31.17	M36.4.9.18	M37.2.27.18	M20.11.14.17	M4.7.11.17	M36.2.27.18	M36.3.27.18	M5.8.8.17
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerobium	0	1.25656555502501e-05	0	0	0	5.09642434867697e-05	0	9.70864360540189e-06	3.96076205061854e-05	0	0	0	1.25445330924783e-05	9.83525940496681e-06	1.63286633356193e-05	0	0	0	1.27704135059893e-05	0	0	0	0	0	0	0	2.27904644696659e-05	0	0	0	0	0	1.58851188206888e-05	0	0	0.000223783735398111	0.000449951543679911	0	0	3.4062652572298e-05	0	0	0	0	0	0	0.000276583092475557	0	0	0	0	1.14813198925348e-05	0	0	0	0	0	0	0	1.23420221169036e-05	0	0	1.63810896700849e-05	0.000228304710687197	0	1.14077116130504e-05	2.38925789649735e-05	0	0	0	0	2.91745073155077e-05	1.22310693623944e-05	1.27124569365521e-05	0	0	0	0	0	1.23216442002021e-05	0	0.00019008567432893	0	0	4.68471844842125e-05	0	1.78622463561017e-05	0	2.68842498622182e-05	0	0	0	0	2.95072292711714e-05	0	0	1.13869278068777e-05	0.00122035422387077	0	1.43455557468296e-05	0	0	0	0.000166417041105009	4.95656807226676e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74067433723825e-05	0	0	0	0	0	0	0	0	0	0	0	1.44370975659054e-05	0	0	0	0	0	0	0	0	0	0	0	0.000403272266390137	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerobium;s__Anaerobium acetethylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95057782149004e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14881786641546e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122197933497169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerocolumna	0	1.25656555502501e-05	0	0	0	0	0	1.94172872108038e-05	1.32025401687285e-05	0	0	0	0	0	0	1.65458817300374e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80251631277263e-05	0	0	1.39542023080251e-05	0	0	0	0	0	1.38291546237778e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57057373058378e-05	0	1.22310693623944e-05	0	0	0	0	0	0	0	1.67664269067619e-05	0	0	0	0	0	0	0	1.34421249311091e-05	0	0	0	0	0	0	0	0	1.60572924193522e-05	0	1.43455557468296e-05	0	0	0	0	1.23914201806669e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127779197546639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna xylanovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86804141451803e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37478923745518e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerosporobacter	1.0415798683443e-05	2.51313111005001e-05	6.69541230348965e-05	0	0.000279700720229355	0	0	4.85432180270094e-05	1.32025401687285e-05	0	0.00017772840877534	8.5165092531873e-06	0	9.83525940496681e-05	0	0	0	2.59703159288933e-05	0	0	0	3.77382225297189e-05	0.000449857545110715	1.47889615191221e-05	0	0	0	0	0	0.00014951258895999	0	0	0	0.000459527146566183	0	0	0	0	1.5042796756773e-05	6.8125305144596e-05	0	1.39006658418938e-05	0.00020560854417728	0	0	0	4.14874638713335e-05	0	0	3.10262714953887e-05	9.43440728336242e-06	1.14813198925348e-05	0	0.00011342369420972	0	0	0	3.517534911534e-05	1.24848621046981e-05	0	0	1.12484673963173e-05	9.82865380205091e-05	0	0	3.42231348391513e-05	2.38925789649735e-05	0.000101461038961039	0	1.51400454201363e-05	1.57057373058378e-05	1.45872536577539e-05	0	0	4.95458298926507e-05	0	0	0.000159718894745248	0	1.23216442002021e-05	0	0.00044805908948962	0	0.000287722471124995	0.0007495549517474	0	1.78622463561017e-05	0	0.0001478633742422	0	4.84038819913357e-05	0	0	2.95072292711714e-05	9.8159509202454e-05	0.000145423778109755	0	0.000818921913386965	0	2.86911114936593e-05	0	1.9121190102872e-05	0.00063094326017396	0.000332834082210018	2.47828403613338e-05	4.25948800954125e-05	0.000143803851546491	0.000139403908885605	0	0.000145884240854882	0	0	0	2.82901437139301e-05	0	0	2.82055621368534e-05	0	0.000417761840937179	0.000118161408483989	0	0	0	0.000185297158126743	0	0	0	0	0	0	0	0	1.93760899050572e-05	0	0.000147355534900592	0.000118739461872759	0	0.000233590282644242	0.000198130964567579	0.000103953705949617	0	4.75127096498313e-05	0	0.000145396867358403	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	0	0	0	0	0	1.01928486973539e-05	1.29639472626625e-05	1.94172872108038e-05	0	0	0	0	1.25445330924783e-05	0	0	0	0	0	0	0	2.11010529425418e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111891867699056	0	0	0	0	0	0	0	0	0	0	0.000179779010109112	0	0	7.75656787384718e-05	0	0	0	0	0	0	9.9677046369762e-06	0	0	0	1.28481858361599e-05	0	0.000147429807030764	2.53671900763552e-05	0	0	0	0	0	7.57002271006813e-05	0	0	0	0	0	0	3.47419253975055e-05	0	0	0	0	0	0	0	4.68471844842125e-05	0	0	0	0.000201631873966637	0	0	0	1.5308543698238e-05	5.90144585423429e-05	0	0	0	6.4229169677409e-05	1.04860273685314e-05	0	0	0	0	6.65668164420037e-05	0.000148697042168003	0	0	0	0	0	0	0	0	0	0	0.000119744089773855	0.000817961301968748	0	0.000382948354192414	5.90807042419946e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284974708494621	0	0	0	0	0	0	0	0	0	0	0	9.52834683182468e-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78501135503407e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101540023692672	0	0.000121847203606677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	0	6.28282777512503e-05	0	4.98827754776276e-05	0	0.000326171158315326	3.88918417879876e-05	0.000223298802924243	0.000132025401687285	0	1.11080255484588e-05	3.40660370127492e-05	0.000163078930202218	0	6.53146533424774e-05	0	0	0	8.93928945419253e-05	0	1.05505264712709e-05	1.25794075099063e-05	0	0	0	2.81131836774856e-05	0.000125347554583162	0	0	0	0	0	0	0	0	0.00125318891822942	0.000242281600443029	0	0	6.8125305144596e-05	0	0	0	0	0	0	0.00120313645226867	0	0	0.000682577972898552	0	0	0	0	0	0	7.97416370958096e-05	0	0	0.000222156398104265	3.85445575084798e-05	0	0.00247354454018281	0.000380507851145329	0	0	0	0	0	0.000560181680545042	0	0	0	5.08498277462085e-05	4.95458298926507e-05	0	8.10644925941796e-05	0	0	0	0	0	0	0	0.00735500796402136	0	0	6.02932664480031e-05	0.00193566599007971	0	0	0	6.1234174792952e-05	0.00377692534670994	0	0	0	0.00126852610112883	4.19441094741257e-05	0	0	0	0	0.00462639374271925	0.00132588195933136	0	0	0	0	0	0	0	0	0	0	0	0.0333389744457607	0	0.0112969764486762	0.000472645633935957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00346719228668456	0	0	0	0	0	0	0.000460882590160157	0	0	0	0	0.00171510242972844	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	0.0046454462128156	0.0151918775602523	0.0105787514395136	0.0186686287225021	0.0341934130480386	0.00335344722142944	0.0166457082852587	0.0185823438607392	0.0360825422811349	0.00396384793036063	0.0104748680921966	0.0195539052453181	0.0162200812885744	0.0223752151462995	0.0149570556154273	0.0179357357953605	0.00175530981218185	0.00846632299281921	0.0160396393635226	0.00228182546036829	0.0191914076512418	0.0190829611925278	0.00844732501374565	0.00391907480256736	0.00633522302432127	0.00895404900127915	0.00998222343771366	0.00867590668580365	0.00287878787878788	0.0115274206088153	0.00235644446528641	0.00915076442361344	6.35404752827551e-05	0.0157273165912276	0.00233109601704112	0.0149935102716735	0.013187041395542	0.000865207830130863	0.0030687305383817	0.0235713555800302	0.0292200996330045	0.00336396113373831	0.0102233137243703	4.84050534875841e-05	0.0494721335624847	0	0.014506783200343	0.000516173434273916	0.00291176939850024	0.01147196388542	0.00248124911552432	0.0100002296263979	0.00235509056393714	0.00522883230306811	0.00158471429865073	0.00332076515963887	0.0103165742992704	0.0516022371522037	0.00183527472939061	0.0165753357030016	0.02425737485867	0.00382447891474787	0.0243586803394162	0.0129118997488648	0.0189893212993164	0.0263404061145334	0.02248291680604	0.0105316558441558	0.00820528121736536	0.0136260408781226	0.0145435127452058	0.015943868247925	0.00601768612629802	0.0074622122217561	0.0165648224607762	4.59748977058526e-05	0.0184016398188788	0.0381195762125326	0.0298849915392778	0.0101899997535671	0.00320238753919152	0.0113236751707377	0.00277013425917376	0.00560373765191061	0.0434741872013492	0	0.0150400114318377	0.0148080262396296	0.0262659121153872	0.000537816159070654	0.0158038674701711	0.00597799012725873	0.0189672856421169	0.0254352316317498	0.0213496932515337	0.0242461099139356	0.000876793441129583	0.0248727459575766	0.0137681539348818	0.00692890342571871	0.00964245670860845	0.0288156334850281	0.0153229077470819	0.0296888001331336	0.0169514628071523	0.0284107850236402	0.00753771855189521	0.00977221401288092	0.0255080440304826	0.00829108768858577	0.0118173223765544	0.0170974964380216	1.49613249749398e-05	0.0223492135340048	0.00682185220248371	3.42125970782442e-05	0.0309132961019913	0.0069330458854945	0.0288429737680377	0.0633345149474182	0.00217224635829287	0.00252373813093453	0.0403937227226298	0.00950866995650393	0.00217092025839246	1.91776618594661e-05	0.00716968681792802	5.72540936676972e-05	0.000162136666470137	3.72932555147402e-05	0.0161839863713799	0.0125996109681872	0.0225150164696764	0.01704619388419	0.00986148579719344	0.0224180104015769	0.00383658969804618	0.00920620525715542	0.0156193243734108	0.0125783984199037	0.00559636948248845	0.0159642704423433	0.0207397165572071	0.00927896371687265	0	2.01877460381548e-05	0.000172711571675302	0.0523106241067175	4.03502400839285e-05	0.000422297297297297	0.00577329647097089
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus] gnavus	0.00013540538288476	0.00257595938780126	0.000816840301025737	4.98827754776276e-05	0	0.015839686875688	1.29639472626625e-05	0.00351452898515548	0.0298509433214951	1.11032154912063e-05	0.000277700638711469	0.000246978768342432	0.000125445330924783	9.83525940496681e-06	0.000146957970020574	0	3.90068847151522e-05	0.000142836737608913	6.38520675299466e-05	0.00102748865759274	2.11010529425418e-05	0.00306937543241713	0	5.91558460764885e-05	0.00769471294370352	1.40565918387428e-05	0.000786271024203473	2.14219918167991e-05	4.13223140495868e-05	0	8.20652301343525e-05	0.000223189376185694	0	0	4.01913106386399e-05	0.00154410777424697	0.012252526650976	3.60503262554526e-05	0.00139898009837989	0.0033040772995129	0.00641893306169153	1.39006658418938e-05	0.000319835513164658	0	0.000675178001473116	0	0.000110633236990223	0	0.00195447534967824	1.55131357476944e-05	0.000443417142318034	1.14813198925348e-05	0.00117040864389603	0.00119094878920206	4.52775513900208e-05	8.64782593655955e-05	6.97739324588334e-05	3.517534911534e-05	2.49697242093961e-05	0	0.0114991263233631	5.62423369815863e-05	1.63810896700849e-05	0.0014712970244286	0.00268084535990349	0.0218229523157655	0	0.0028612012987013	0.000164105624347307	0.000802422407267222	0.000125645898446703	2.91745073155077e-05	0	0	0.00378199834847234	0	1.15806417991685e-05	0.000319437789490497	2.86804141451803e-05	0	0	0	0	0	0.000281083106905275	0	7.1448985424407e-05	0	0	0.000676111742831679	0.000266221350952346	0.0142883021602283	0	0	0	0.000171864465038802	0	0.000224802093870931	1.04860273685314e-05	0.0110891145922993	9.96636352310951e-05	0.000439787372366056	0	0.00299550673989016	0.000892182253008017	8.51897601908251e-05	0	0	0.000635055038103302	0	0	0.0182169753714635	0	0.0108634151861491	0	0	0.00352569526710667	0.0183737965163282	0.0187644693554283	0.0043719721139076	0.000638895987733197	2.49875062468766e-05	0	0	0.0070952027957217	0	0	0	0.00086964212015801	0	0.000101059682961337	0	0.000658787056771943	8.67490782910432e-05	3.40051234385981e-05	7.12436771236553e-05	7.10479573712256e-05	0	0	0	0	0	0.0334139877866114	0	4.47687693065318e-05	0	0	0.0237255836112434	0	0	0.000487884208814441
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__[Ruminococcus] torques	0.000114573785517874	0	0	0	0	0	0	0	0	0.000666192929472375	1.11080255484588e-05	0	5.01781323699132e-05	9.83525940496681e-06	0	4.96376451901122e-05	0.0150956643847639	0.00333718559686279	1.27704135059893e-05	0.00141446490525754	0.000316515794138128	1.25794075099063e-05	0	0.0107515750244018	0	1.40565918387428e-05	0	0.000749769713587969	0.0177272727272727	0	0.00553354123191634	0.037161031134918	0.000873681535137883	0	0.0107578741476093	0	0.000138446628824588	0.00328057968924619	0	0	0	0.011912870626503	0	0	6.13798183157378e-05	0	1.38291546237778e-05	0	0.00151571557730149	0	0.000783055804519081	0.000998874830650532	0.00059947759809309	0	0.00416553472788192	0.01291985194922	9.9677046369762e-06	0.0038692884026874	0.00419491366717855	0	0	0.000483684098041642	0.000229335255381188	0	0	2.28154232261008e-05	0.00140966215893344	0	0.00023869908995972	0	0.000424054907257621	0.00262570565839569	0.00143103511540014	1.27124569365521e-05	0	0	0	5.32396315817495e-05	0.00140534029311383	0.00163877867862688	0.00772932280401724	0	0.017525716079706	0	0.00594959242949499	3.67237516984735e-05	0.000768076593312375	0	1.34421249311091e-05	0.00227419404407019	0.000629250465887364	0	0	2.95072292711714e-05	4.9079754601227e-05	0	0.00687770439535413	3.21145848387045e-05	0	0	0.0296499314812508	0.00214157329152166	0	6.65668164420037e-05	0	0	0	0	0.000529212531752752	0	0.0193076867136935	0.0257480154691634	0	0	0.00267305229158545	0	0	0	0.000382948354192414	0.000118161408483989	0.000383337592639918	0.0139430284857571	0.00376079487417588	0	0.0114899925871016	0	0.015874828688899	7.63387915569296e-05	0.000176876363421968	0.000578045460478472	0.000779603268558889	1.25494133149275e-05	0	0	0	0	0	0	0	0	8.14017379271047e-05	0	0	0	0	0	0.000345423143350604	0	0	0.000211148648648649	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia caecimuris	0.00137488542621448	0	0	4.98827754776276e-05	0	1.01928486973539e-05	0	3.88345744216076e-05	6.60127008436423e-05	0	0	8.5165092531873e-06	5.01781323699132e-05	0	0	0	0	0.000246718001324486	5.10816540239573e-05	0	7.38536852988964e-05	0.000226429335178313	0	0.0015380519979887	0	0	4.55809289393318e-05	0.000171375934534393	0.00117079889807163	0	0.00101995357452695	0.00401740877134248	0	0	0.00119234221561298	2.23783735398111e-05	0.000207669943236882	0	0	0	0	0.00120935792824476	0	0	0.000245519273262951	0	4.14874638713335e-05	0	0	0	9.43440728336242e-06	0.000264070357528301	0	0	0.00161489933291074	0.00141824345359577	0.000169450978828595	7.03506982306799e-05	0.000374545863140942	0	0	0	1.63810896700849e-05	0.00182643768549758	0.000357446047987132	0	0.000155301763272328	0.000385551948051948	0.00547516037595107	0.000257380772142316	0.002324449121264	0.0003792685951016	0.000403625288959014	0	0	0	0	0	5.73608282903605e-05	0.000147859730402425	0.00179400767902352	0	0	0	0	0	0.00041083166619034	0	0	0	0.000459836878917689	0	0	0	0	0	0	0	5.24301368426572e-05	0	0.00341347950666501	0	0	0.0018971542685971	0	0	0	0	0	0	0	0	0	2.82901437139301e-05	0	0	0.00135386698256896	0	0.00731083221640063	5.90807042419946e-05	0	0.000624687656171914	0.000278577398087102	0	2.6474637297469e-05	0	0	0	0	0	0.00151589524442006	0	0	0	0	0	0	0	0	0	0	4.75127096498313e-05	5.76103237700196e-05	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia faecis	2.08315973668861e-05	6.28282777512503e-05	0.011663408232679	0.000735770938295007	0.0148241381721558	0.000652342316630652	0.000207423156202601	0.000165046941291832	0.000105620321349828	6.66192929472375e-05	0.00826437100805332	0.000596155647723111	0.000501781323699132	0.00953036636341283	0.00026125861336991	0.000347463516330785	1.95034423575761e-05	0.0098297645790861	0.000472505299721605	4.00320256204964e-05	0.000242662108839231	0.000125794075099063	0.00933037871340742	1.47889615191221e-05	0.00104680723792433	0.000660659816420911	0.000216509412461826	0.0710995908399563	2.75482093663912e-05	0.00014951258895999	2.3447208609815e-05	0.000111594688092847	1.58851188206888e-05	0.00682397812650782	0	0.000469945844336034	0.000865291430153676	0	0.000586669073514148	4.54168700963973e-05	0.000306992450776551	0	0.0118681820777886	2.42025267437921e-05	0.00184139454947213	0	0.00070528688581267	0.000172057811424639	0	0.0011014326380863	0	0.0428712484787251	1.42732761450736e-05	0.00568252707990699	0	1.72956518731191e-05	0.000299031139109286	0.0639839600408034	0	0.000691153238546603	0.000256963716723199	0.000348702489285835	0.0182976771614848	0.000456609421374394	0.00285956838389706	0.000136892539356605	0.0348951115783438	0.00385551948051948	0.000328211248694614	0.00128690386071158	0.0330448712914828	0.0243169518474757	0.0257830942159273	0.000699185131510367	0.000132122213047069	0	0.000903290060335144	0.0281105254751637	0.0353629506410073	0.00931516301535277	3.35328538135238e-05	0.00532239888121003	0	0.00715195856796416	0.0116181017520847	0	0.01475421549014	0.000180879799344009	0.00400575322947051	0	0.00409012802826787	0.00369095602554232	0.000107159805887666	0.0123045146060785	0.0249325153374233	0.00856678256501104	2.27738556137554e-05	0.00431941166080576	0.000534787395795103	0.000530785562632696	0	1.9121190102872e-05	0.00063094326017396	0.00372774172075221	0.000421308286142675	0.0103931507432807	0.0248421153546563	0.00288566091393203	0.000423370025402202	0.000145884240854882	0.000290887935422878	0.000508854060655404	0	8.48704311417902e-05	0.000612574483488333	0	0.00234106165735883	0.00097993581420417	0.0157182892652614	0.00177242112725984	0.000127779197546639	0	0.0165753551861826	0.0177300122881273	2.6474637297469e-05	0	0.000482209024922593	5.72540936676972e-05	1.47396969518307e-05	0	0.00111165651257471	0.000363932986132898	0.0144158108893625	0.000780741704619388	0.00783251343202376	0.00389465434942649	0.00632326820603908	0.00769473872239856	0.00399564111877951	0.0213798121903046	0.000122102606890657	0.00684183018957571	0.000518492913930176	7.93073821954927e-05	0	0.000262440698496013	0	0.00552644116245831	0	0.000211148648648649	0.00634249471458774
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia glucerasea	0.00302058161819848	1.25656555502501e-05	0	0	0	0	0	9.70864360540189e-06	0	0	1.11080255484588e-05	8.5165092531873e-06	0	0	0	0	1.95034423575761e-05	0.000402539896897846	0	0	0	1.25794075099063e-05	0	0.00356413972610843	0	0	0	0.000149953942717594	0.00231404958677686	0	0.00216886679640789	0.0117174422497489	0	0	0.00250525836314189	4.47567470796223e-05	0	0	0	0	0	0.00282183516590445	0	0	6.13798183157378e-05	0	1.38291546237778e-05	0	0	0	0	0.000631472594089417	0	0	0.00335053880286154	0.00356290428586253	3.98708185479048e-05	0.00031657814203806	0.00114860731363222	0	0	0	0.000131048717360679	0.000329773470992618	0.000357446047987132	0	0.000322549816027142	0	0.0120393853498434	4.54201362604088e-05	0.00491589577672724	0.000933584234096247	0.000831712716642816	0	0	0	0	0	0.000114721656580721	0.000455900835407477	0.00370538034639438	0	0	0	0	0	0.000643040868819663	0	0	0	0.000895471816839711	0	0	0	0	0	0	0	0	0	0.00849632490345085	1.9121190102872e-05	0	0.000332834082210018	0	0	0	1.39403908885605e-05	0	0	0	0.000101770812131081	1.49613249749398e-05	0	0	0	0.00016923337282112	1.22491976775521e-05	0.000504795557799091	0	0	0.00152423788105947	0.000696443495217755	0	0	0	0	0	0	0	0.00355152600121272	0	0	0	0	0	0	0	0	0	1.01752172408881e-05	0	5.76103237700196e-05	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia hydrogenotrophica	0	0	0	0	0	2.03856973947079e-05	0	0	0	0	0	1.70330185063746e-05	0	0	0	0	0	0	2.55408270119786e-05	0	0	0	0	0	0	0	1.13952322348329e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.29749277426671e-05	0	0	0	0	0	0	0	0	0	9.9677046369762e-06	0	0	0	0	0	0	0	0	0	0	0	0	0.000431491294473883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06527495866547e-05	0	0	0	0	0	0	0	0	0	1.04860273685314e-05	0	0	0	0	0.00103178565485106	2.47828403613338e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00929520096085223	0.000118161408483989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74957847491035e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
