#Taxonomy	M34.1.30.18	M5.9.5.17	M20.11.27.17	M2.8.22.17	M14.11.27.17	M2.7.25.17	M3.8.22.17	M1.8.8.17	M1.7.25.17	M23.11.8.17	M19.11.28.17	M9.7.25.17	M8.8.8.17	M19.12.11.17	M4.8.22.17	M11.11.27.17	M24.11.8.17	M33.2.27.18	M9.8.8.17	M24.12.19.17	M6.8.8.17	M4.9.5.17	M12.11.28.17	M30.11.8.17	M20.10.31.17	M6.9.5.17	M2.9.5.17	M31.3.12.18	M29.11.22.17	M15.10.31.17	M27.11.8.17	M27.12.6.17	M35.3.27.18	M15.12.11.17	M30.12.19.17	M2.9.19.17	M5.7.11.17	M22.12.6.17	M4.7.25.17	M2.8.8.17	M8.8.22.17	M29.12.6.17	M18.11.28.17	M38.3.13.18	M8.7.25.17	M36.3.13.18	M1.8.22.17	M38.3.27.18	M24.12.6.17	M9.9.19.17	M23.12.19.17	M34.3.12.18	M22.12.19.17	M17.11.27.17	M27.12.19.17	M30.11.22.17	M8.9.19.17	M32.2.13.18	M29.11.8.17	M7.8.8.17	M3.8.8.17	M21.11.8.17	M10.7.11.17	M1.7.11.17	M9.7.11.17	M10.8.22.17	M32.3.12.18	M3.7.11.17	M31.1.30.18	M9.9.5.17	M33.1.30.18	M31.2.13.18	M33.2.13.18	M10.9.5.17	M3.9.5.17	M35.4.9.18	M10.7.25.17	M19.11.14.17	M32.2.27.18	M33.3.12.18	M29.12.19.17	M12.12.11.17	M22.11.8.17	M18.12.11.17	CS.283.S145.L001.001	M37.3.27.18	M31.2.27.18	M5.8.22.17	TFS.023.S170.L001.001	M22.11.22.17	M34.2.13.18	M16.11.27.17	M10.8.8.17	M7.7.11.17	M12.11.14.17	M18.10.31.17	M35.3.13.18	TFS.026.S116.L001.001	M8.9.5.17	M16.10.31.17	M30.12.6.17	M6.8.22.17	M12.10.31.17	M8.7.11.17	M1.9.5.17	M17.10.31.17	M13.11.14.17	M17.11.14.17	M7.8.22.17	M13.10.31.17	M21.12.6.17	M23.12.6.17	M38.2.27.18	M9.8.22.17	M21.11.22.17	M37.4.9.18	CS.224.S144.L001.001	M16.11.14.17	M2.7.11.17	M1.9.19.17	M7.7.25.17	M27.11.22.17	M34.2.27.18	M15.11.14.17	M23.11.22.17	M38.4.9.18	M21.12.19.17	M35.2.27.18	M24.11.22.17	M37.3.13.18	M32.1.30.18	M11.10.31.17	M19.10.31.17	M7.9.5.17	M18.11.14.17	M6.7.11.17	M3.7.25.17	M13.11.27.17	M15.11.28.17	M14.11.14.17	M11.11.14.17	M4.8.8.17	M5.7.25.17	M14.10.31.17	M36.4.9.18	M37.2.27.18	M20.11.14.17	M4.7.11.17	M36.2.27.18	M36.3.27.18	M5.8.8.17
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Extibacter	0	0	0	0	0	6.11570921841236e-05	0	1.94172872108038e-05	2.64050803374569e-05	0	0	0	0	9.83525940496681e-06	0	0	0	0	0	1.33440085401655e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.92233144122941e-05	0	0.00015042796756773	0	2.79084046160501e-05	0	0	0	0	0	0	0	1.32957506780833e-05	0	9.43440728336242e-06	0	0	0	0	0	0	0	0	1.23420221169036e-05	6.42409291807997e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34421249311091e-05	0	0	0	0	0	0	0	0	1.60572924193522e-05	0	1.43455557468296e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82901437139301e-05	0	0	5.64111242737068e-05	1.22491976775521e-05	1.74067433723825e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37478923745518e-05	0	0	0	0	0	0	0.000115220647540039	0	0	0	0	9.52834683182468e-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Faecalicatena	0.00220814932088993	0.000125656555502501	1.33908246069793e-05	0.000212001795779917	0.000629326620516048	4.07713947894157e-05	0.000207423156202601	0.000213590159318842	3.96076205061854e-05	0.000433025404157044	0	5.96155647723111e-05	0.000225801595664609	1.96705188099336e-05	0.000310244603376768	0.000529468215361197	1.95034423575761e-05	0.000714183688044565	0.000293719510637754	0.000427008273285295	0.000284864214724315	0.000138373482608969	0.000749762575184525	0.00428879884054542	4.07846975814674e-05	7.02829591937139e-05	2.27904644696659e-05	0.000128531950900795	0.00286501377410468	0.0015399796662879	0.00507632066402495	0.0335900011159469	0	0.00014934632263401	0.00559998928231716	0.000223783735398111	0.000138446628824588	0.000108150978766358	3.0085593513546e-05	0.000147604827813291	0.000432580271548777	0.00547686234170617	0	0	0.000368278909894427	0	0.000152120700861556	0	0.000106366005424666	0.000209427332593874	0.00027359781121751	0.00187145514248318	0.000171279313740883	3.40271082629161e-05	0.00668598508859308	0.00167767823169255	0.000328934253020214	0.00168841675753632	0.0070664319512591	0.000222156398104265	0.000218419159214719	0.000112484673963173	0.000409527241752121	0.000101468760305421	8.9361511996783e-05	0.000353639060004563	0.0019830840540928	0	0.0220050723556616	0.000174110522331567	0.00549700805704324	0.01422257231631	0.0163162465294341	0.000165261940175178	0.000214698596201486	9.19497954117052e-05	0.00023161283598337	0.000159718894745248	0.000803051596065047	0.00158949210182607	0.00715926428918733	0.000230818318827986	9.23378086391254e-05	1.37010700535712e-05	0.00018738873793685	1.22412505661578e-05	0.000321520434409831	0.000120586532896006	1.34421249311091e-05	0	0.0209346789612527	0.000294370725963498	0.000214319611775332	0.000177043375627029	0.000687116564417178	2.64406869290464e-05	1.13869278068777e-05	0.000160572924193522	0.000125832328422377	5.73822229873185e-05	0.0035131431418961	3.8242380205744e-05	0.000585875884447249	0.000199700449326011	7.43485210840014e-05	4.25948800954125e-05	1.19836542955409e-05	0	0	0.00109413180641161	0.000181804959639299	0.00132302055770405	0	0.000565802874278601	0.000139221473520076	0	0.00143848366897952	8.57443837428648e-05	0.000243694407213354	0.00064988774666194	0	0.00399800099950025	0.00232147831739252	0.000156039712106731	0.000105898549189876	0	0.000406070757829552	0	0	0	0.00267086304969249	0.000401581226077681	1.93760899050572e-05	0.000216872695727608	2.26700822923987e-05	0.000118739461872759	0	4.1221814584278e-05	0.000352232825897919	0.000450466059115007	0.000468059993080852	0	0.000345661942620118	0.000951688586345912	0	0	0	0	4.03502400839285e-05	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Frisingicoccus	0.000197900174985418	0	0	1.24706938694069e-05	0	0	0	0	0	0.0005329543435779	0	0	0	0	0	1.65458817300374e-05	0	0.000623287582293439	0	0.000600480384307446	1.05505264712709e-05	0	0	0.000266201307344198	0	0	0	0.000321329877251987	0.000179063360881543	0	4.689441721963e-05	0.00033478406427854	0	0	0.00012057393191592	0	0	0.000162226468149537	0	0	0	0.000139006658418938	0	0	0	0	0	0	0.000226027761527416	0	0.000254728996650785	0.000229626397850697	0.000214099142176104	0	0.000211295239820097	0.00019025217060431	0	7.03506982306799e-05	0.000162303207361075	0	0	0.000303708619700566	1.63810896700849e-05	0	0	0	0.000346442394992115	0	0.000164105624347307	0	0.000282703271505081	0.000364681341443846	8.56174855367605e-05	1.27124569365521e-05	0	0	0	0	0.000200762899016262	0.000221789595603637	0.000201197122881143	0	0	0	0	0	0.000178622463561017	1.20586532896006e-05	0	0.0011370970220351	0.000145211645974007	0	0	0	0	0	0	0.000112401046935466	0	0	0.000622897720194344	0	0	0	0	0	0	0	0.000529212531752752	0	0.000472692895062177	0.00396906167311215	0	0	0.000640418778192348	0	0.00160771704180064	0	1.74067433723825e-05	0	0	0.000174912543728136	0.000371436530782802	0	0.0064068622259875	0	0.00100248718339171	0	0	0	0.000173245170790864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter	0	0.000125656555502501	0.000307988965960524	0.00583628473088243	0.00160827914131879	0.00033636400701268	0.015673412240559	0.000378637100610674	0.000435683825568039	0.00204299165038195	0.00112191058039433	0.000187363203570121	0.000965929048120829	0.00292107204327514	0.018059501649195	0	0	0	0.00162184251526064	0	0.000179358950011606	8.8055852569344e-05	0.000616471450707276	0	0.000326277580651739	0.00146188555122925	0.00030767127034049	0	1.37741046831956e-05	2.99025177919981e-05	0	0	0	0.000471015325230338	0	0.0058407554938907	0.0016959712031012	0	4.51283902703191e-05	0.00017031326286149	0.0001116336184642	0	0.000822434176709121	0	0.00263933218757672	0	0.00442532947960891	0	1.32957506780833e-05	0.00694212824709323	8.49096655502618e-05	4.59252795701394e-05	0	0.000215505018998469	0	0	0.0144232686097046	0	0	0.00380134281200632	2.56963716723199e-05	0.00175476091382549	0.00868197752514497	0.00251135181755917	0.00326169518788258	2.28154232261008e-05	1.19462894824867e-05	0.00298295454545455	0	0.00999242997728993	1.57057373058378e-05	1.45872536577539e-05	0	0.00162719448787867	9.90916597853014e-05	0	4.6322567196674e-05	0.00553692168450194	2.86804141451803e-05	0	0	0.000597412119319493	0	0.00110978667433927	0.0176613885505481	0	0	0.00165203550067528	0.00279596198567069	0	0	0.000113219509985961	0.00174517398159913	0.00643257598111537	9.8159509202454e-05	0.00146745812456208	1.13869278068777e-05	0.00621417216628932	0.0204267813138992	0.000157801113215126	0	9.560595051436e-05	0	0.00978532201697454	0.00280046096083072	0.00315202112706053	0.000671084640550289	0.000501854071988179	0	0	0.00109082975783579	0.0102788520252392	1.49613249749398e-05	0.000254611293425371	0.00225538787102523	3.42125970782442e-05	0.0458904495966605	4.89967907102085e-05	0.00311580706365646	0.00372208436724566	0	2.49875062468766e-05	0	8.77723380600363e-05	2.6474637297469e-05	0	0.00151007563067865	0	1.47396969518307e-05	0	0	0	0.0018988568106956	0.00182173064411191	0.00112216907347374	0.00448835165879028	0.00113676731793961	0.000865658106269838	0.000440291032372398	0.000138604941266156	0	0.00147289399914477	0.00115220647540039	2.64357940651642e-05	0	0	0	0.00676512625059552	0	0	0.000325256139209628
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hespellia	0	0.000439797944258752	0.00152655400519564	0.00109742106050781	0.000419551080344032	0	0.00171124103867145	9.70864360540189e-05	5.28101606749139e-05	0.000599573636525138	0.000866425992779783	0.00109011318440797	0.00400170605650058	0.000639291861322842	0.0021063975702949	0.000579105860551309	1.95034423575761e-05	1.29851579644466e-05	0.00349909330064107	0.00130771283693622	0.00350277478846194	0.000465438077866532	0.000999683433579367	0	0.000122354092744402	0.000520093898033483	0.000159533251287661	2.14219918167991e-05	0	0.000164463847855989	1.17236043049075e-05	0	0	0.00055143257587942	0	0.000783243073893389	0.000380728229267617	0.000558780056959515	3.0085593513546e-05	0	0.000418626069240752	0	0.000399794391455823	0	0.00834765529094034	0	0.00118930729764489	0	0.00081104079136308	0.000597255726286233	0.000952875135619605	0	0.0017841595181342	0.00099812850904554	1.50925171300069e-05	0	0.00108647980543041	0	1.24848621046981e-05	0.0030608214849921	0	0.000382447891474787	0.00222782819513154	0.000634179751908881	0.00187659175193244	0.000308008213552361	0	0.00018262987012987	0	0.00118092354277063	0	1.45872536577539e-05	1.22310693623944e-05	0.00108055883960693	0.000644095788604459	0	0.00547764357100671	0.000319437789490497	0	0	0	0.000570257022986789	3.69351234556502e-05	0.00168523161658926	0.00210812330178956	0	0	0.00156762492764808	0	0.000691477918805126	0	6.79317059915765e-05	0.00404145553633483	0.00194747713189731	0.00157055214723926	0.000542034082045452	0	0.00264945324919312	0.00103811670948461	0.000301256670683422	2.49159088077738e-05	0.000133848330720104	0.00139708864752805	0.000299550673989016	0.000458482546684676	0.000766707841717426	0.000575215406185962	0.000710959935316586	0.000423370025402202	0.000401181662350925	0.00410879208784816	0.00681864441278241	0	2.82901437139301e-05	0.00345269254329788	0	0	8.57443837428648e-05	0.000295914637330502	0.00200874394422782	0.00102223358037312	2.49875062468766e-05	4.64295663478503e-05	0.00118980280481383	0.000317695647569628	0	0.00350236028627988	0	0	0	0	0.00217104850348246	0.000426273977911258	0.00138798525265669	0.000510076851578971	4.74957847491035e-05	0.000142095914742451	0.000439699355565632	0.000495327411418948	0.00187116670709311	0.000437534341358188	0.000332588967548819	5.76103237700196e-05	0.000290793734716807	0	0	0	9.52834683182468e-05	0	0	0.00105708245243129
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnobacterium	0	2.51313111005001e-05	0	0	0	3.05785460920618e-05	0	9.70864360540189e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75656787384718e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57002271006813e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123208095193479	0	0	0	0.000631779871762128	0	0	0	0	0.000295072292711714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33745391455216e-05	0	0.000926167802607519	0	0	0	0	0	0	0	0	0	0	0	0.000952834683182468	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium	0.0573493875510374	0.0236108667789199	0.0478320254961301	0.0150895395819823	0.0647507167330956	0.0184694418396053	0.0170735185449266	0.0268929427869632	0.0391323290601112	0.050119914727305	0.0283921133018606	0.00719645031894327	0.0115158813788951	0.0307941971969511	0.0167858659090167	0.0494556404910818	0.000156027538860609	0.0324628949111166	0.0114167496743545	0.0547771550573792	0.0157202844421937	0.0229196804830492	0.0221263266632233	0.0273447898488568	0.0512527699607107	0.0174161172882023	0.0168649437075528	0.0426297637154303	0.0316115702479339	0.0261348005502063	0.0222045065534948	0.0894989398504631	0.0327074596517982	0.0324541047262367	0.0404190613989256	0.0162019424428233	0.0311158798283262	0.0255777064782436	0.112760804488771	0.0244002134592895	0.0456162873449339	0.0310401868249489	0.0314009937746302	0.0351662713587299	0.0346182175300761	0.0129602064106381	0.0144514665818479	0.20216792842395	0.0386906344732224	0.0121467852904447	0.0567102221802915	0.0485659831454224	0.0495282682234053	0.0468553280780355	0.0487790153641824	0.0371510602234598	0.0208325026912803	0.0225825741320483	0.0548584840880432	0.00930588467614534	0.0354096001644568	0.0317094295902183	0.0340562854241064	0.0333324877603308	0.0193020865913051	0.0286105407255305	0.0371051751326038	0.016700487012987	0.0234671042816649	0.0206131718395155	0.0216582117447504	0.0245649351596575	0.0461967489817635	0.0176703151418075	0.0267052023121387	0.114523470185279	0.0108163194404234	0.0924240004259171	0.0506496113803883	0.04634170383696	0.034572372281743	0.0202712794123637	0.0196864208018615	0.0429939578281064	0.0339173615665698	0.0259147274485561	0.0152900828808231	0.0162791819409608	0.00369658435605501	0.012677095178094	0.0524940100196036	0.069992301073321	0.00967499961728641	0.030126881085866	0.0813251533742331	0.0340423844211473	0.0494534274652699	0.0119145109751594	0.0212866355581188	0.045977506168589	0.0543665130185624	0.0100386248040078	0.0235251701293434	0.0155766350474289	0.0191323527589497	0.0413596285726456	0.0183589583807686	0.0397579948141746	0.0114309906858594	0.0130566395565119	0.0315977019853102	0.146346427844494	0.0131510046529721	0.047753762589114	0.0218299270479479	0.0322453727462452	0.0237772888813674	0.0302677674612313	0.0181900468241397	0.0636889991728701	0.035778175313059	0.0383808095952024	0.0984306806574427	0.0328561118804736	0.0388118182780896	0.0267144829702363	0.0355565707324501	0.0134547120119089	0.00272684393608867	0.0324451322978239	0.0155487540784801	0.0779067578590701	0.0419686107343538	0.0470180004337454	0.0445467117045635	0.00558075470801966	0.0276376554174067	0.0255575250422524	0.0242270140562912	0.0523580165632905	0.082195404871894	0.0241364565021143	0.0433805737988247	0.0156103363954795	0.0727940188924207	0.0025032805087312	0.0177892918825561	0.0181991424487851	0.0117015696243393	0.0365287162162162	0.0269149455195967
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	0.00274977085242896	0	0	0	0	1.01928486973539e-05	0	5.82518616324113e-05	0	0	0	0	0	0	0	0	0	0.00597317266364545	0	0	0	0	0	1.47889615191221e-05	0	0	0	0.000899723656305563	0	0	0	0	0	0	0	0	0	1.80251631277263e-05	0	0	0	0	0	0	0	0	1.38291546237778e-05	0	0	0	9.43440728336242e-06	0.00453512135755126	0	0	0	0	0	0.00274367723099652	0	0	0	0	0	0.000279039090839908	0	1.14077116130504e-05	0.00335690734457877	0	0.000283455169327167	0	7.85286865291891e-05	0.000977345995069508	0.00183466040435915	0	0	0	0	0	0.00301144348524393	0.0047315113728776	0	0	0	0	0.0044973297104844	0	0.00973492426407545	0	0	0	0.00104068346281372	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23914201806669e-05	0	0	0	0	0	0	0	0	0	0	0	0.055790601906696	0	0	0	0	0	0.00687157581948185	0	0	0	0	0	0	0	0.000245430658620391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia	0	0	0	0	0	1.01928486973539e-05	0	0	0	0	0	8.5165092531873e-06	0	0	1.63286633356193e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4951258895999e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68842498622182e-05	0	0	0	0	0	0	0	0	0	1.04860273685314e-05	1.43455557468296e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74067433723825e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Muricomes	0	5.02626222010002e-05	0.00115161091620022	0.00426497730333716	0.000699251800573386	2.03856973947079e-05	0.00359101339175752	1.94172872108038e-05	3.96076205061854e-05	0	0.00195501249652874	0.00309149285890699	0.00402679512268553	6.88468158347676e-05	0.00865419156787825	0	0	0.000311643791146719	0.0052614103644676	1.33440085401655e-05	0.00911565487117807	0	0.000216598077275529	0.00525008133928836	0.000761314354854059	0.00324707271474958	0	0.0023778410916647	0.00388429752066116	4.48537766879971e-05	0.00151234495533307	0.0325856489231113	0	0.000482503503894493	0.00515788486529212	0.00098464843575169	0.00145368960265818	0	0.000165470764324503	0	1.39542023080251e-05	0.00792337952987948	0.00155348677822834	0	0.00675178001473116	0	0.00226798135829957	0	0	0.00127983369918478	9.43440728336242e-06	0.000562584674734207	0	0.00114557931151818	0.0041353496936219	0.00489466948009271	0.00202344404130617	0.00102008512434486	0.00239709352410203	0.006788112164297	5.13927433446397e-05	0	0.00104838973888543	0.00284112528855179	0.00241276082391314	0	0.000179194342237301	0.00150162337662338	0.00140235715351335	0.0039439818319455	0.00246580075701654	0.00083147345849197	0.000525935982582957	0.00410612359050634	0	4.59748977058526e-05	0.00559344998899839	0.00212958526326998	0.000286804141451803	0.000603760565809902	0.00412454101906343	0.000122197933497169	0	0.000438434241714278	0.00252974796214748	0	0.000785938839668477	0.0040034728921474	0.0002957267484844	0	0.000217817468961011	0.00228703410171641	0.00627650291627757	0.000501622897609914	0.000294478527607362	0.000383389960471173	0	0.000224802093870931	0.00253761862318461	0.000588167785620015	0.0125327021303102	0	0	3.32834082210018e-05	2.47828403613338e-05	0.0010222771222899	8.38855800687862e-05	0.000167284690662726	0	0	0	0	0	2.82901437139301e-05	0	0	0.000564111242737068	0.00320928979151866	0.000870337168619123	0.0021859860569538	0	0.00792103948025987	0.000417866097130653	0.000438861690300181	0	0	2.5379422364347e-05	0	0	0	0.000360927439147634	0	0.000639410966866886	0.00906527868141401	0.000997483620865544	0.00040371417036738	0.000852575488454707	0.00013740604861426	0.000198130964567579	0.000693024706330781	0	0	5.76103237700196e-05	0.000145396867358403	0	0	0	0.000762267746545974	0	0	0.000813140348024069
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Murimonas	1.0415798683443e-05	7.53939333015003e-05	0	9.97655509552552e-05	0.000279700720229355	1.01928486973539e-05	0.000129639472626625	7.76691488432151e-05	1.32025401687285e-05	0	0	0	0.00015053439710974	9.83525940496681e-05	8.16433166780967e-05	0.000148912935570337	0	0	0.000127704135059893	0	0	7.54764450594377e-05	0.000616471450707276	1.47889615191221e-05	1.35948991938225e-05	9.83961428711994e-05	0.000170928483522494	0	0	7.47562944799952e-05	0	0	0	0.000528456218551111	0	0.000179026988318489	6.92233144122941e-05	0	0	6.8125305144596e-05	0.0001116336184642	0	0	0	0.000184139454947213	1.98471767391089e-05	9.68040823664449e-05	0.000172057811424639	0	3.10262714953887e-05	0	2.29626397850697e-05	0	0	0	0	2.99031139109286e-05	0	0	9.87361769352291e-05	8.99373008531195e-05	0	0	2.53671900763552e-05	4.46807559983915e-05	0.000159707962582706	0	0	0	6.0560181680545e-05	0	0	0	0.000114412112428969	0.000115606936416185	0	0.000173709626987528	0	0	0	0	0.000678877408317606	0	1.37010700535712e-05	0	0	1.78622463561017e-05	0.000132645186185607	8.06527495866547e-05	0	0	0	0.000214319611775332	0	0.000245398773006135	0	0	1.60572924193522e-05	2.09720547370629e-05	0	0	3.8242380205744e-05	0	3.32834082210018e-05	0.000111522781626002	0	0.000143803851546491	0	0.00010584250635055	8.5099140498681e-05	0	0	0	0	0	0	0.000479494556326508	0	3.48134867447649e-05	0.000354484225451967	0	0	0	0.000341336870233474	0	0	0	0	0	0	0	3.76482399447826e-05	0	8.67490782910432e-05	0	0	0	0.000247330887505668	0.000242160067804819	0.000242558647215773	0.000274730865503978	0	0	2.64357940651642e-05	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium	0	0	1.33908246069793e-05	7.48241632164414e-05	0	0	5.18557890506501e-05	0	1.32025401687285e-05	0	0.000122188281033046	0	1.25445330924783e-05	8.85173346447013e-05	1.63286633356193e-05	0	0	0	1.27704135059893e-05	0	0	0	0	0	0.000339872479845562	5.62263673549711e-05	0	0	0	4.48537766879971e-05	0	0	0	9.19054293132367e-05	0	0	0	0	1.5042796756773e-05	0	0	0	2.28453937974756e-05	0	6.13798183157378e-05	0	6.91457731188892e-05	0	0	3.10262714953887e-05	0	0	0	3.40271082629161e-05	0	0	3.98708185479048e-05	0	0	0	0	0	0	7.61015702290657e-05	0	0	0	2.02922077922078e-05	0	7.57002271006813e-05	0	0	0	7.62747416193128e-05	0	0	2.3161283598337e-05	0.000266198157908747	0	0	0	0	0	0.000109608560428569	0	0	0	3.61759598688019e-05	0	0	0	0.000135863411983153	3.0617087396476e-05	0	0	9.25424042516625e-05	0	0	5.24301368426572e-05	0.000100418890227807	0	0	0	0	0	4.25948800954125e-05	0	6.97019544428026e-05	0	1.21570200712401e-05	0	0	0	0	0	0	0	0.00023273475587349	0	0	0	0	0	2.92574460200121e-05	0	0	0	0	0	0	0	0	7.75043596202286e-05	0.000173498156582086	7.93452880233955e-05	2.37478923745518e-05	0	0	4.40291032372398e-05	0	0	0	0	1.32178970325821e-05	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Parasporobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001027657387963	0	0	0	0	0	0	1.45872536577539e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00365408038976857	0	0	0	0	0	0	2.26439019971922e-05	0	0	0	0	0	0.00981100566822422	0	0	0	0	0	0.000232983857547013	1.23914201806669e-05	0	0	0	0	0	0	0	0	0	0	0	2.82055621368534e-05	0	0.000174067433723825	0.000118161408483989	0	0	0	0	0	0	0	1.90846978892324e-05	0	0	0	0	0	0	0	2.37478923745518e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1342369420972e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.64406869290464e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella	1.0415798683443e-05	0	0	0	0	0	0	0	2.64050803374569e-05	0	0	0	0	0	0	0	0	1.29851579644466e-05	0	0	0	0	0	1.47889615191221e-05	0	0	0	4.28439836335983e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50925171300069e-05	1.72956518731191e-05	0	3.517534911534e-05	1.24848621046981e-05	0	0	0	0	2.53671900763552e-05	0	0	0	0	1.49186931224825e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3694368968425e-05	0	7.1448985424407e-05	0	0	0	2.42019409956679e-05	0	0	0	0	0	0	0.00123641151629012	0	0	2.49159088077738e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.90807042419946e-05	0	2.49875062468766e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
