Blinded.Mouse.Letter	Fecal.Pellet.Number	Fecal.Pellet.Section	Initials	Measurement.Number	Measurement	Mouse.ID	Reembedded
O	2	6	NS	3	26.681	M8	No
O	2	6	NS	4	21.632	M8	No
O	2	6	NS	5	25.455	M8	No
O	3	1	NS	1	29.023	M8	No
O	3	1	NS	2	26.356	M8	No
O	3	1	NS	3	40.069	M8	No
O	3	1	NS	4	39.349	M8	No
O	3	6	MA	5	33.653	M8	No
O	2	1	NS	3	22.435	M8	No
O	2	1	NS	4	27.609	M8	No
O	2	1	NS	5	22.755	M8	No
O	3	6	NS	4	30.471	M8	No
O	3	6	NS	5	36.275	M8	No
O	2	1	PV	3	28.607	M8	No
O	2	1	PV	4	22.289	M8	No
O	2	1	PV	5	31.126	M8	No
O	2	6	PV	1	24.8	M8	No
O	2	6	PV	2	22.182	M8	No
O	2	6	PV	3	25.824	M8	No
O	2	6	PV	4	26.626	M8	No
O	2	6	PV	5	27.76	M8	No
O	3	1	PV	1	32.081	M8	No
O	3	1	PV	2	42.824	M8	No
O	3	1	PV	3	32.988	M8	No
O	3	1	PV	4	28.194	M8	No
O	3	1	PV	5	38.788	M8	No
O	3	6	PV	1	34.089	M8	No
O	3	6	PV	2	23.198	M8	No
O	3	6	PV	3	48.27	M8	No
O	3	1	MA	5	37.47	M8	No
O	3	6	MA	1	38.171	M8	No
O	3	6	MA	2	31.982	M8	No
O	3	6	MA	3	26.221	M8	No
O	2	1	NS	1	30.626	M8	No
O	2	1	NS	2	57.377	M8	No
O	3	6	NS	1	25.484	M8	No
O	3	6	NS	2	24.349	M8	No
O	3	6	NS	3	38.652	M8	No
O	2	1	PV	1	29.616	M8	No
O	2	1	PV	2	28.88	M8	No
O	3	6	PV	5	39.358	M8	No
O	3	6	PV	4	39.886	M8	No
O	3	1	NS	5	43.49	M8	No
P	3	6	MA	2	18.426	M17	Yes
P	3	6	MA	3	21.21	M17	Yes
P	3	6	MA	1	24.025	M17	Yes
P	3	6	NS	1	24.641	M17	Yes
P	3	6	NS	2	28.601	M17	Yes
P	3	4	MA	1	22.808	M17	Yes
P	3	4	MA	2	32.784	M17	Yes
P	3	4	MA	3	30.179	M17	Yes
P	3	4	MA	4	25.881	M17	Yes
P	3	4	MA	5	17.538	M17	Yes
P	3	4	NS	1	29.963	M17	Yes
P	3	4	NS	2	23.173	M17	Yes
P	3	4	NS	3	10.975	M17	Yes
P	3	6	MA	4	22.111	M17	Yes
P	3	6	MA	5	27.777	M17	Yes
P	3	4	PV	1	24.258	M17	Yes
P	3	4	PV	2	21.828	M17	Yes
P	3	6	NS	3	14.048	M17	Yes
P	3	6	NS	4	10.143	M17	Yes
P	3	6	NS	5	5.548	M17	Yes
P	3	6	PV	1	21.187	M17	Yes
P	3	6	PV	2	14.421	M17	Yes
P	3	6	PV	3	14.545	M17	Yes
P	3	6	PV	4	17.489	M17	Yes
P	3	6	PV	5	15.523	M17	Yes
P	3	4	NS	4	18.498	M17	Yes
P	3	4	NS	5	13.216	M17	Yes
P	3	4	PV	5	10.709	M17	Yes
P	3	4	PV	3	22.963	M17	Yes
P	3	4	PV	4	16.501	M17	Yes
Q	1	9	NS	1	47.831	M7	No
Q	1	4	MA	2	31.887	M7	No
Q	1	4	MA	1	30.989	M7	No
Q	1	4	NS	1	39.646	M7	No
Q	1	4	NS	2	15.786	M7	No
Q	1	4	NS	3	13.531	M7	No
Q	1	4	NS	4	18.962	M7	No
Q	1	4	NS	5	14.634	M7	No
Q	1	4	PV	1	27.276	M7	No
Q	1	4	PV	2	17.206	M7	No
Q	1	4	PV	3	21.69	M7	No
Q	1	4	PV	4	16.765	M7	No
Q	1	4	PV	5	20.944	M7	No
Q	1	9	PV	1	15.219	M7	No
Q	1	4	MA	3	48.757	M7	No
Q	1	4	MA	4	32.491	M7	No
Q	1	4	MA	5	51.373	M7	No
Q	1	9	MA	1	26.975	M7	No
Q	1	9	MA	2	40.585	M7	No
Q	1	9	MA	3	36.312	M7	No
Q	1	9	MA	4	46.623	M7	No
Q	1	9	MA	5	45.632	M7	No
Q	1	9	NS	5	27.912	M7	No
Q	1	9	NS	2	32.284	M7	No
Q	1	9	NS	3	24.087	M7	No
Q	1	9	NS	4	33.264	M7	No
Q	1	9	PV	4	20.212	M7	No
Q	1	9	PV	5	24.398	M7	No
Q	1	9	PV	2	20.161	M7	No
Q	1	9	PV	3	20.738	M7	No
R	1	8	MA	1	32.823	M4	No
R	1	9	MA	1	22.174	M4	No
R	1	9	NS	1	16.97	M4	No
R	1	9	NS	2	18.406	M4	No
R	1	9	NS	3	38.921	M4	No
R	1	9	NS	4	12.501	M4	No
R	1	8	MA	2	23.529	M4	No
R	1	8	MA	3	35.661	M4	No
R	1	8	MA	4	31.731	M4	No
R	1	8	MA	5	32.59	M4	No
R	1	8	NS	1	21.773	M4	No
R	1	9	MA	2	30.136	M4	No
R	1	9	MA	3	33.902	M4	No
R	1	9	MA	4	45.318	M4	No
R	1	9	MA	5	22.136	M4	No
R	1	8	PV	1	24.695	M4	No
R	1	8	PV	2	20.597	M4	No
R	1	8	PV	3	28.194	M4	No
R	1	8	PV	4	21.05	M4	No
R	1	9	NS	5	28.589	M4	No
R	1	9	PV	1	29.8	M4	No
R	1	9	PV	2	26.374	M4	No
R	1	9	PV	3	25.271	M4	No
R	1	9	PV	4	27.718	M4	No
R	1	8	NS	2	23.047	M4	No
R	1	8	NS	3	31.675	M4	No
R	1	8	NS	4	39.048	M4	No
R	1	8	NS	5	29.574	M4	No
R	1	8	PV	5	23.923	M4	No
R	1	9	PV	5	22.092	M4	No
S	1	2	MA	3	21.032	M9	No
S	1	2	MA	4	36.893	M9	No
S	1	2	MA	1	29.801	M9	No
S	1	2	MA	2	25.246	M9	No
S	1	2	NS	2	120	M9	No
S	1	2	NS	3	85.51	M9	No
S	1	2	NS	4	83.522	M9	No
S	1	2	NS	1	175.727	M9	No
S	1	2	PV	1	20.403	M9	No
S	1	2	PV	2	15.866	M9	No
S	1	2	PV	3	18.918	M9	No
S	1	2	PV	4	23.108	M9	No
S	1	2	PV	5	29.994	M9	No
S	1	3	PV	1	26.105	M9	No
S	1	3	PV	2	22.192	M9	No
S	1	3	PV	3	36.501	M9	No
S	1	3	PV	4	24.457	M9	No
S	1	3	PV	5	33.692	M9	No
S	2	2	PV	1	62.758	M9	No
S	2	2	PV	2	66.19	M9	No
S	2	2	PV	3	70.934	M9	No
S	2	2	PV	4	64.498	M9	No
S	2	2	PV	5	62.668	M9	No
S	2	5	PV	1	59.015	M9	No
S	2	5	PV	2	57.244	M9	No
S	2	5	PV	3	70.888	M9	No
S	2	5	PV	4	46.163	M9	No
S	2	5	PV	5	75.163	M9	No
S	3	2	PV	1	28.993	M9	No
S	3	2	PV	2	27.318	M9	No
S	3	2	PV	3	24.806	M9	No
S	3	2	PV	4	18.864	M9	No
S	3	2	PV	5	21.696	M9	No
S	3	6	PV	1	24.436	M9	No
S	3	6	PV	2	22.554	M9	No
S	3	6	PV	3	19.019	M9	No
S	3	6	PV	4	18.258	M9	No
S	3	6	PV	5	22.578	M9	No
S	3	2	MA	5	41.707	M9	No
S	3	6	MA	1	23.611	M9	No
S	3	6	MA	2	26.67	M9	No
S	3	6	MA	3	31.934	M9	No
S	3	6	MA	4	25.749	M9	No
S	3	6	MA	5	17.122	M9	No
S	2	2	NS	3	56.148	M9	No
S	2	2	NS	4	55.582	M9	No
S	2	2	NS	5	73.622	M9	No
S	2	5	NS	1	72.347	M9	No
S	2	5	NS	2	54.177	M9	No
S	2	5	NS	3	52.698	M9	No
S	2	5	NS	4	77.946	M9	No
S	2	5	NS	5	63.391	M9	No
S	3	2	NS	1	25.303	M9	No
S	3	2	NS	2	18.418	M9	No
S	3	2	NS	3	27.406	M9	No
S	3	2	NS	4	30.142	M9	No
S	3	2	NS	5	22.03	M9	No
S	3	6	NS	1	25.974	M9	No
S	3	6	NS	2	21.141	M9	No
S	3	6	NS	3	22.344	M9	No
S	3	6	NS	4	24.727	M9	No
S	3	6	NS	5	18.297	M9	No
S	1	3	MA	3	33.919	M9	No
S	1	3	MA	4	35.494	M9	No
S	1	3	MA	5	23.499	M9	No
S	2	2	MA	1	72.714	M9	No
S	2	2	MA	2	72.714	M9	No
S	2	2	MA	3	56.983	M9	No
S	2	2	MA	4	74.303	M9	No
S	2	2	MA	5	71.312	M9	No
S	2	5	MA	1	79.161	M9	No
S	2	5	MA	2	48.5	M9	No
S	2	5	MA	3	72.956	M9	No
S	2	5	MA	4	53.813	M9	No
S	2	5	MA	5	70.224	M9	No
S	3	2	MA	1	26.633	M9	No
S	1	2	NS	5	120.067	M9	No
S	1	3	NS	1	24.314	M9	No
S	1	3	NS	2	51.447	M9	No
S	1	3	NS	3	34.064	M9	No
S	1	3	NS	4	18.128	M9	No
S	1	3	NS	5	20.834	M9	No
S	2	2	NS	1	77.665	M9	No
S	2	2	NS	2	66.961	M9	No
S	1	3	MA	2	25.368	M9	No
S	1	2	MA	5	31.745	M9	No
S	1	3	MA	1	25.401	M9	No
S	3	2	MA	4	27.945	M9	No
S	3	2	MA	2	26.046	M9	No
S	3	2	MA	3	28.788	M9	No
T	3	6	PV	3	13.823	M21	Yes
T	4	4	PV	2	20.995	M21	Yes
T	3	6	PV	2	18.324	M21	Yes
T	4	7	PV	1	21.803	M21	Yes
T	4	7	PV	2	21.901	M21	Yes
T	4	7	PV	3	16.045	M21	Yes
T	4	7	PV	4	21.418	M21	Yes
T	4	7	PV	5	24.084	M21	Yes
T	5	4	PV	1	23.27	M21	Yes
T	3	6	PV	4	17.004	M21	Yes
T	3	6	PV	5	12.382	M21	Yes
T	4	4	PV	1	15.586	M21	Yes
T	5	4	PV	5	21.65	M21	Yes
T	4	4	PV	3	15.342	M21	Yes
T	4	4	PV	4	14.864	M21	Yes
T	4	4	PV	5	23.853	M21	Yes
T	5	5	PV	4	21.956	M21	Yes
T	5	5	PV	5	22.029	M21	Yes
T	5	4	MA	5	18.992	M21	Yes
T	5	5	MA	1	30.212	M21	Yes
T	5	5	MA	2	34.442	M21	Yes
T	5	5	MA	3	16.356	M21	Yes
T	5	5	MA	4	28.792	M21	Yes
T	5	5	MA	5	21.163	M21	Yes
T	4	4	NS	3	89.9	M21	Yes
T	4	4	NS	4	82.976	M21	Yes
T	5	5	PV	1	15.634	M21	Yes
T	5	5	PV	2	29.123	M21	Yes
T	5	5	PV	3	22.148	M21	Yes
T	4	7	NS	3	31.434	M21	Yes
T	4	7	NS	4	16.594	M21	Yes
T	4	7	NS	5	17.679	M21	Yes
T	5	4	NS	1	17.26	M21	Yes
T	5	4	NS	2	20.987	M21	Yes
T	5	4	NS	3	23.514	M21	Yes
T	5	4	NS	4	14.992	M21	Yes
T	5	4	NS	5	17.505	M21	Yes
T	5	5	NS	1	21.592	M21	Yes
T	5	5	NS	2	18.655	M21	Yes
T	5	5	NS	3	17.097	M21	Yes
T	5	5	NS	4	14.757	M21	Yes
T	5	5	NS	5	17.703	M21	Yes
T	3	6	MA	3	18.728	M21	Yes
T	3	6	MA	4	14.933	M21	Yes
T	3	6	MA	5	11.457	M21	Yes
T	4	4	MA	1	23.431	M21	Yes
T	4	4	MA	2	25.346	M21	Yes
T	4	4	MA	3	30.446	M21	Yes
T	4	4	MA	4	16.476	M21	Yes
T	5	4	PV	2	24.822	M21	Yes
T	5	4	PV	3	23.05	M21	Yes
T	5	4	PV	4	16.328	M21	Yes
T	3	2	NS	1	17.383	M21	Yes
T	3	2	NS	2	11.744	M21	Yes
T	3	2	NS	3	20.446	M21	Yes
T	3	2	NS	4	15.649	M21	Yes
T	3	2	NS	5	24.807	M21	Yes
T	3	6	NS	1	27.045	M21	Yes
T	3	6	NS	2	13.023	M21	Yes
T	3	6	NS	3	13.218	M21	Yes
T	3	6	NS	4	16.993	M21	Yes
T	3	6	NS	5	14.789	M21	Yes
T	4	4	NS	1	63.781	M21	Yes
T	4	4	NS	2	39.459	M21	Yes
T	3	2	MA	3	15.908	M21	Yes
T	3	2	MA	4	13.43	M21	Yes
T	4	4	NS	5	51.088	M21	Yes
T	4	7	NS	1	14.675	M21	Yes
T	4	7	NS	2	22.088	M21	Yes
T	3	2	PV	1	16.568	M21	Yes
T	3	2	PV	2	16.146	M21	Yes
T	3	2	PV	3	11.784	M21	Yes
T	3	2	PV	4	10.588	M21	Yes
T	3	2	PV	5	20.113	M21	Yes
T	3	6	PV	1	13.796	M21	Yes
T	3	2	MA	1	21.521	M21	Yes
T	3	2	MA	2	13.611	M21	Yes
T	4	7	MA	1	25.916	M21	Yes
T	4	7	MA	2	19.484	M21	Yes
T	3	2	MA	5	26.69	M21	Yes
T	3	6	MA	1	24.802	M21	Yes
T	3	6	MA	2	17.044	M21	Yes
T	5	4	MA	1	31.48	M21	Yes
T	5	4	MA	2	18.55	M21	Yes
T	5	4	MA	3	19.619	M21	Yes
T	5	4	MA	4	30.701	M21	Yes
T	4	7	MA	5	32.799	M21	Yes
T	4	7	MA	3	23.75	M21	Yes
T	4	4	MA	5	20.434	M21	Yes
T	4	7	MA	4	24.908	M21	Yes
U	1	6	NS	1	94.644	M35	No
U	1	5	NS	5	90.289	M35	No
U	1	6	PV	3	170.557	M35	No
U	1	6	NS	2	174.071	M35	No
U	1	6	PV	2	139.717	M35	No
U	1	5	NS	1	108.175	M35	No
U	1	5	NS	2	31.809	M35	No
U	1	5	NS	3	251.655	M35	No
U	1	5	NS	4	88.609	M35	No
U	1	5	PV	1	97.092	M35	No
U	1	5	PV	2	128.311	M35	No
U	1	5	PV	3	173.16	M35	No
U	1	5	PV	4	139.958	M35	No
U	1	5	PV	5	114.007	M35	No
U	1	6	PV	1	97.083	M35	No
U	1	5	MA	1	129.834	M35	No
U	1	5	MA	2	102.262	M35	No
U	1	6	PV	4	146.942	M35	No
U	1	6	PV	5	219.865	M35	No
U	2	3	PV	1	81.834	M35	No
U	2	3	PV	2	84.317	M35	No
U	2	3	PV	3	78.766	M35	No
U	2	3	PV	4	88.619	M35	No
U	2	3	PV	5	64.559	M35	No
U	2	5	PV	1	93.327	M35	No
U	2	5	PV	2	93.932	M35	No
U	2	5	PV	3	101.725	M35	No
U	2	5	PV	4	52.344	M35	No
U	2	5	PV	5	59.823	M35	No
U	2	3	MA	4	57.049	M35	No
U	2	3	MA	5	73.629	M35	No
U	2	5	MA	1	90.388	M35	No
U	2	5	MA	2	87.535	M35	No
U	2	5	MA	3	131.579	M35	No
U	2	5	MA	4	50.221	M35	No
U	2	5	MA	5	70.757	M35	No
U	2	5	NS	2	57.078	M35	No
U	2	5	NS	3	44.9	M35	No
U	2	5	NS	4	81.079	M35	No
U	2	5	NS	5	64.086	M35	No
U	1	6	NS	3	57.922	M35	No
U	1	6	NS	4	86.884	M35	No
U	1	6	NS	5	68.872	M35	No
U	2	3	NS	1	42.791	M35	No
U	2	3	NS	2	82.154	M35	No
U	2	3	NS	3	92.661	M35	No
U	2	3	NS	4	29.736	M35	No
U	2	3	NS	5	71.907	M35	No
U	2	5	NS	1	111.555	M35	No
U	1	6	MA	1	142.868	M35	No
U	1	6	MA	2	148.878	M35	No
U	1	6	MA	3	84.519	M35	No
U	1	6	MA	4	182.448	M35	No
U	1	6	MA	5	227.358	M35	No
U	2	3	MA	1	83.748	M35	No
U	2	3	MA	2	150.044	M35	No
U	2	3	MA	3	49.67	M35	No
U	1	5	MA	5	138.676	M35	No
U	1	5	MA	3	139.34	M35	No
U	1	5	MA	4	195.381	M35	No
V	1	7	NS	1	31.65	M5	No
V	1	4	NS	5	25.791	M5	No
V	1	7	PV	3	37.043	M5	No
V	1	7	PV	4	28.23	M5	No
V	1	7	PV	5	32.034	M5	No
V	1	4	MA	4	32.843	M5	No
V	1	4	NS	1	35.293	M5	No
V	1	4	NS	2	24.158	M5	No
V	1	4	NS	3	29.287	M5	No
V	1	4	NS	4	22.895	M5	No
V	1	4	PV	1	26.478	M5	No
V	1	4	PV	2	46.688	M5	No
V	1	4	PV	3	24.753	M5	No
V	1	4	PV	4	31.324	M5	No
V	1	4	PV	5	31.304	M5	No
V	1	7	PV	1	34.344	M5	No
V	1	7	PV	2	28.103	M5	No
V	1	4	MA	1	44.063	M5	No
V	1	4	MA	2	56.183	M5	No
V	1	4	MA	3	26.38	M5	No
V	1	4	MA	5	22.735	M5	No
V	1	7	MA	1	41.618	M5	No
V	1	7	MA	2	42.824	M5	No
V	1	7	MA	3	29.593	M5	No
V	1	7	MA	4	21.922	M5	No
V	1	7	MA	5	33.304	M5	No
V	1	7	NS	2	29.926	M5	No
V	1	7	NS	3	26.738	M5	No
V	1	7	NS	4	23.069	M5	No
V	1	7	NS	5	14.441	M5	No
W	2	3	PV	2	35.125	M20	Yes
W	2	3	PV	3	20.781	M20	Yes
W	2	3	PV	4	36.283	M20	Yes
W	2	3	PV	5	18.083	M20	Yes
W	2	4	PV	1	25.098	M20	Yes
W	2	4	PV	2	17.56	M20	Yes
W	2	4	PV	3	19.391	M20	Yes
W	2	4	PV	4	33.164	M20	Yes
W	2	4	PV	5	28.41	M20	Yes
W	1	3	PV	3	23.923	M20	Yes
W	1	3	PV	4	22.197	M20	Yes
W	1	3	PV	5	22.801	M20	Yes
W	2	3	PV	1	31.172	M20	Yes
W	3	2	PV	5	35.375	M20	Yes
W	3	3	PV	1	23.117	M20	Yes
W	3	3	PV	2	22.577	M20	Yes
W	3	3	PV	3	30.221	M20	Yes
W	3	3	PV	4	17.981	M20	Yes
W	3	3	PV	5	34.632	M20	Yes
W	4	3	PV	1	21.839	M20	Yes
W	4	3	PV	2	21.028	M20	Yes
W	4	3	PV	3	22.033	M20	Yes
W	4	3	PV	4	24.76	M20	Yes
W	4	3	PV	5	17.353	M20	Yes
W	4	4	PV	1	16.737	M20	Yes
W	4	4	PV	2	22.182	M20	Yes
W	4	4	PV	3	25.894	M20	Yes
W	4	4	PV	4	16.146	M20	Yes
W	4	4	PV	5	16.916	M20	Yes
W	4	3	MA	4	57.83	M20	Yes
W	2	4	NS	3	15.808	M20	Yes
W	2	4	NS	4	21.05	M20	Yes
W	2	4	NS	5	14.706	M20	Yes
W	3	2	NS	1	4.713	M20	Yes
W	3	2	NS	2	6.026	M20	Yes
W	3	2	NS	3	30.83	M20	Yes
W	3	2	NS	4	26.948	M20	Yes
W	3	2	NS	5	14.438	M20	Yes
W	3	3	NS	1	13.646	M20	Yes
W	3	3	NS	2	35.431	M20	Yes
W	3	3	NS	3	10.145	M20	Yes
W	3	3	NS	4	11.958	M20	Yes
W	3	3	NS	5	8.828	M20	Yes
W	4	3	NS	1	23.655	M20	Yes
W	4	3	NS	2	5.262	M20	Yes
W	4	3	NS	3	16.727	M20	Yes
W	4	3	NS	4	8.169	M20	Yes
W	4	3	NS	5	18.329	M20	Yes
W	4	4	NS	1	16.68	M20	Yes
W	3	2	PV	1	22.419	M20	Yes
W	3	2	PV	2	13.919	M20	Yes
W	3	2	PV	3	22.764	M20	Yes
W	3	2	PV	4	23.004	M20	Yes
W	1	2	NS	1	14.512	M20	Yes
W	1	2	NS	2	21.44	M20	Yes
W	1	2	NS	3	25.724	M20	Yes
W	1	2	NS	4	31.644	M20	Yes
W	1	2	NS	5	20.274	M20	Yes
W	1	3	NS	1	16.349	M20	Yes
W	1	3	NS	2	23.489	M20	Yes
W	1	3	NS	3	28.894	M20	Yes
W	1	3	NS	4	7.497	M20	Yes
W	1	3	NS	5	10.323	M20	Yes
W	2	3	NS	1	13.125	M20	Yes
W	2	3	NS	2	12.867	M20	Yes
W	2	3	NS	3	11.941	M20	Yes
W	2	3	NS	4	11.154	M20	Yes
W	2	3	NS	5	13.731	M20	Yes
W	2	4	NS	1	11.178	M20	Yes
W	2	4	NS	2	12.745	M20	Yes
W	1	2	PV	1	15.991	M20	Yes
W	1	2	PV	2	18.524	M20	Yes
W	1	2	PV	3	21.719	M20	Yes
W	1	2	PV	4	34.156	M20	Yes
W	1	2	PV	5	22.895	M20	Yes
W	1	3	PV	1	14.593	M20	Yes
W	1	3	PV	2	23.279	M20	Yes
W	1	2	MA	1	30.691	M20	Yes
W	1	2	MA	2	31.003	M20	Yes
W	1	2	MA	3	28.448	M20	Yes
W	1	2	MA	4	21.971	M20	Yes
W	1	2	MA	5	22.119	M20	Yes
W	1	3	MA	1	23.733	M20	Yes
W	1	3	MA	2	32.009	M20	Yes
W	1	3	MA	3	24.51	M20	Yes
W	1	3	MA	4	32.159	M20	Yes
W	1	3	MA	5	21.502	M20	Yes
W	2	3	MA	1	21.408	M20	Yes
W	2	3	MA	2	31.189	M20	Yes
W	2	3	MA	3	29.686	M20	Yes
W	2	3	MA	4	35.907	M20	Yes
W	2	3	MA	5	23.104	M20	Yes
W	2	4	MA	1	22.885	M20	Yes
W	2	4	MA	2	33.806	M20	Yes
W	2	4	MA	3	27.346	M20	Yes
W	2	4	MA	4	32.47	M20	Yes
W	2	4	MA	5	28.196	M20	Yes
W	3	2	MA	1	19.527	M20	Yes
W	3	2	MA	2	24.139	M20	Yes
W	3	2	MA	3	26.971	M20	Yes
W	3	2	MA	4	35.559	M20	Yes
W	3	2	MA	5	34.324	M20	Yes
W	3	3	MA	1	37.353	M20	Yes
W	3	3	MA	2	33.96	M20	Yes
W	3	3	MA	3	45.559	M20	Yes
W	3	3	MA	4	25.734	M20	Yes
W	3	3	MA	5	25.454	M20	Yes
W	4	3	MA	1	56.144	M20	Yes
W	4	3	MA	2	29.054	M20	Yes
W	4	3	MA	3	25.37	M20	Yes
W	4	4	MA	3	26.644	M20	Yes
W	4	3	MA	5	29.768	M20	Yes
W	4	4	MA	1	43.552	M20	Yes
W	4	4	MA	2	15.881	M20	Yes
W	4	4	NS	3	19.792	M20	Yes
W	4	4	MA	4	16.14	M20	Yes
W	4	4	MA	5	30.659	M20	Yes
W	4	4	NS	2	6.508	M20	Yes
W	4	4	NS	4	13.789	M20	Yes
W	4	4	NS	5	5.56	M20	Yes
X	1	1	PV	1	29.889	M15	Yes
X	1	1	MA	5	37.122	M15	Yes
X	1	5	MA	1	35.655	M15	Yes
X	1	5	MA	2	73.649	M15	Yes
X	1	5	MA	3	42.411	M15	Yes
X	1	5	MA	4	22.481	M15	Yes
X	1	5	MA	5	25.468	M15	Yes
X	1	5	NS	2	8.503	M15	Yes
X	1	5	NS	3	5.833	M15	Yes
X	1	5	NS	4	4.125	M15	Yes
X	1	5	PV	3	24.505	M15	Yes
X	1	5	PV	4	35.493	M15	Yes
X	1	5	PV	5	22.585	M15	Yes
X	1	1	MA	4	24.21	M15	Yes
X	1	1	NS	1	9.203	M15	Yes
X	1	1	NS	2	6.54	M15	Yes
X	1	1	NS	3	6.918	M15	Yes
X	1	1	NS	4	4.693	M15	Yes
X	1	1	NS	5	11.641	M15	Yes
X	1	5	NS	1	6.651	M15	Yes
X	1	1	PV	3	26.382	M15	Yes
X	1	1	PV	4	27.881	M15	Yes
X	1	1	PV	5	26.983	M15	Yes
X	1	5	NS	5	7.961	M15	Yes
X	1	5	PV	2	22.895	M15	Yes
X	1	1	MA	1	29.701	M15	Yes
X	1	1	MA	2	24.584	M15	Yes
X	1	1	MA	3	32.752	M15	Yes
X	1	1	PV	2	24.969	M15	Yes
X	1	5	PV	1	22.384	M15	Yes
Y	4	5	PV	5	27.617	M22	Yes
Y	4	2	MA	4	20.167	M22	Yes
Y	4	2	MA	5	20.268	M22	Yes
Y	2	5	PV	3	18.458	M22	Yes
Y	2	5	PV	4	26.647	M22	Yes
Y	2	5	PV	5	30.5	M22	Yes
Y	4	5	PV	4	25.916	M22	Yes
Y	4	2	PV	5	21.815	M22	Yes
Y	4	5	PV	1	22.364	M22	Yes
Y	4	5	PV	2	17.522	M22	Yes
Y	4	5	PV	3	24.297	M22	Yes
Y	3	4	NS	3	35.141	M22	Yes
Y	3	4	NS	4	29.568	M22	Yes
Y	3	4	NS	5	35.609	M22	Yes
Y	4	2	NS	1	6.776	M22	Yes
Y	4	2	NS	2	4.84	M22	Yes
Y	4	2	NS	3	4.285	M22	Yes
Y	4	2	NS	4	5.213	M22	Yes
Y	4	2	NS	5	7.372	M22	Yes
Y	4	5	NS	1	3.07	M22	Yes
Y	3	1	PV	1	35.606	M22	Yes
Y	3	1	PV	2	27.694	M22	Yes
Y	3	1	PV	3	18.68	M22	Yes
Y	3	1	PV	4	23.515	M22	Yes
Y	3	1	PV	5	29.123	M22	Yes
Y	3	4	PV	1	25.499	M22	Yes
Y	3	4	PV	2	35.44	M22	Yes
Y	3	4	PV	3	24.587	M22	Yes
Y	3	4	PV	4	30.725	M22	Yes
Y	3	4	PV	5	23.884	M22	Yes
Y	4	2	PV	1	24.413	M22	Yes
Y	4	2	PV	2	22.552	M22	Yes
Y	4	2	PV	3	24.559	M22	Yes
Y	4	2	PV	4	18.258	M22	Yes
Y	2	4	NS	1	7.428	M22	Yes
Y	2	4	NS	2	9.328	M22	Yes
Y	2	4	NS	3	5.566	M22	Yes
Y	2	4	NS	4	9.328	M22	Yes
Y	2	4	NS	5	6.515	M22	Yes
Y	2	5	NS	1	15.489	M22	Yes
Y	2	5	NS	2	11.561	M22	Yes
Y	2	5	NS	3	6.428	M22	Yes
Y	4	5	MA	1	27.306	M22	Yes
Y	4	5	MA	2	26.525	M22	Yes
Y	4	5	MA	3	16.704	M22	Yes
Y	4	5	MA	4	30.079	M22	Yes
Y	4	5	MA	5	29.16	M22	Yes
Y	3	1	NS	4	7.982	M22	Yes
Y	3	1	NS	5	49.534	M22	Yes
Y	3	4	NS	1	61.736	M22	Yes
Y	3	4	NS	2	28.641	M22	Yes
Y	2	4	PV	1	34.913	M22	Yes
Y	2	4	PV	2	22.826	M22	Yes
Y	2	4	PV	3	14.063	M22	Yes
Y	2	4	PV	4	23.973	M22	Yes
Y	2	4	PV	5	34.551	M22	Yes
Y	2	5	PV	1	33.263	M22	Yes
Y	2	5	PV	2	20.338	M22	Yes
Y	2	4	MA	1	23.223	M22	Yes
Y	2	4	MA	2	37.174	M22	Yes
Y	4	5	NS	2	3.932	M22	Yes
Y	4	5	NS	3	7.276	M22	Yes
Y	4	5	NS	4	6.191	M22	Yes
Y	4	5	NS	5	4.967	M22	Yes
Y	2	5	MA	2	29.507	M22	Yes
Y	2	5	MA	3	28.663	M22	Yes
Y	2	5	MA	4	24.218	M22	Yes
Y	2	5	MA	5	24.78	M22	Yes
Y	3	1	MA	1	28.791	M22	Yes
Y	3	1	MA	2	35.97	M22	Yes
Y	3	1	MA	3	47.304	M22	Yes
Y	3	1	MA	4	54.818	M22	Yes
Y	3	1	MA	5	46.419	M22	Yes
Y	3	4	MA	1	28.843	M22	Yes
Y	3	4	MA	2	34.49	M22	Yes
Y	3	4	MA	3	32.145	M22	Yes
Y	3	4	MA	4	41.333	M22	Yes
Y	3	4	MA	5	45.947	M22	Yes
Y	4	2	MA	1	32.222	M22	Yes
Y	4	2	MA	2	19.41	M22	Yes
Y	4	2	MA	3	19.116	M22	Yes
Y	3	1	NS	2	31.217	M22	Yes
Y	2	5	NS	4	6.395	M22	Yes
Y	2	5	NS	5	7.024	M22	Yes
Y	3	1	NS	1	35.829	M22	Yes
Y	2	4	MA	5	42.466	M22	Yes
Y	3	1	NS	3	24.258	M22	Yes
Y	2	4	MA	3	21.532	M22	Yes
Y	2	4	MA	4	42.466	M22	Yes
Y	2	5	MA	1	26.489	M22	Yes
Z	3	5	PV	1	13.109	M24	Yes
Z	3	5	MA	5	31.003	M24	Yes
Z	3	6	MA	1	32.618	M24	Yes
Z	3	6	MA	2	22.51	M24	Yes
Z	3	6	MA	3	26.638	M24	Yes
Z	3	6	MA	4	29.364	M24	Yes
Z	3	6	MA	5	31.48	M24	Yes
Z	3	6	NS	2	5.821	M24	Yes
Z	3	6	NS	3	10.513	M24	Yes
Z	3	6	NS	4	5.866	M24	Yes
