#Taxonomy	M5.8.22.17	M12.10.31.17	M36.3.13.18	M8.9.5.17	M20.10.31.17	M17.11.27.17	M18.11.14.17	M9.8.8.17	M11.10.31.17	M35.3.13.18	M19.12.11.17	M35.2.27.18	M21.12.19.17	M1.9.5.17	M21.11.8.17	M2.8.8.17	M6.9.5.17	M12.11.28.17	M17.11.14.17	M19.11.28.17	M4.9.5.17	M12.11.14.17	M11.11.14.17	M27.11.8.17	M30.11.8.17	M23.11.8.17	M11.11.27.17	M38.2.27.18	M2.7.25.17	M33.2.27.18	M5.7.25.17	M20.11.27.17	M12.12.11.17	M2.8.22.17	M19.10.31.17	M37.2.27.18	M14.11.27.17	M9.9.5.17	M17.10.31.17	M9.7.25.17	M18.11.28.17	M13.11.27.17	M2.9.5.17	M8.8.8.17	M24.12.19.17	M13.11.14.17	M21.11.22.17	M1.8.8.17	M8.8.22.17	M6.8.8.17	M10.7.25.17	M8.9.19.17	M22.12.19.17	M23.12.6.17	M7.8.8.17	M10.8.22.17	M1.7.25.17	M15.11.28.17	M23.11.22.17	M15.11.14.17	M3.7.11.17	M22.11.22.17	M37.4.9.18	M10.8.8.17	M27.11.22.17	M31.2.13.18	M15.10.31.17	M23.12.19.17	M36.2.27.18	M31.2.27.18	M22.11.8.17	M30.12.19.17	M5.9.5.17	M29.11.22.17	M33.3.12.18	M32.2.27.18	M14.11.14.17	M34.2.13.18	M10.9.5.17	M14.10.31.17	M18.12.11.17	M32.2.13.18	M16.11.14.17	M30.12.6.17	M27.12.19.17	M34.1.30.18	M31.1.30.18	M29.12.6.17	M13.10.31.17	M29.11.8.17	M32.1.30.18	M21.12.6.17	M33.1.30.18	M32.3.12.18	M2.7.11.17	M30.11.22.17	M34.3.12.18	M29.12.19.17	M33.2.13.18	M22.12.6.17	M15.12.11.17	M1.8.22.17	M9.8.22.17	M3.8.22.17	M3.8.8.17	M4.8.22.17	M3.7.25.17	M34.2.27.18	M18.10.31.17	M27.12.6.17	M9.9.19.17	M3.9.5.17	M24.12.6.17	M24.11.22.17	M6.8.22.17	M31.3.12.18	M16.10.31.17	M6.7.25.17	M1.7.11.17	M7.9.5.17	M2.9.19.17	M10.7.11.17	M38.3.13.18	M4.7.25.17	M4.8.8.17	M37.3.13.18	M5.8.8.17	M7.7.25.17	M8.7.11.17	M19.11.14.17	M4.7.11.17	M16.11.27.17	M35.3.27.18	M7.8.22.17	M9.7.11.17	M5.7.11.17	M8.7.25.17	M7.7.11.17	M20.11.14.17	M1.9.19.17	M6.7.11.17	M37.3.27.18	M38.4.9.18	M24.11.8.17	M35.4.9.18	M38.3.27.18	M36.3.27.18	M36.4.9.18
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerosporobacter	0	0.00063094326017396	0	0	0	0.00011342369420972	0.000147355534900592	0	0	0	9.83525940496681e-05	0	0	2.47828403613338e-05	1.12484673963173e-05	6.81268521987941e-05	0	0.000449857545110715	0.000139403908885605	0.00017772840877534	3.77382225297189e-05	9.8159509202454e-05	0	0	1.47889615191221e-05	0	0	0	0	2.59703159288933e-05	0	6.69541230348965e-05	0.00044805908948962	0	1.93760899050572e-05	0	0.000279700720229355	1.51400454201363e-05	4.25948800954125e-05	8.5165092531873e-06	0.00020560854417728	0.000233590282644242	0	0	0	0.000143803851546491	0	4.85432180270094e-05	0	0	0	0	0	0	0	3.42231348391513e-05	1.32025401687285e-05	0.000198130964567579	0	0.000185297158126743	0.000101461038961039	0	0	0	0	1.45872536577539e-05	0.00014951258895999	9.43440728336242e-06	0	1.78622463561017e-05	0	0	2.51313111005001e-05	0	1.23216442002021e-05	0	0.000103953705949617	4.84038819913357e-05	0	0.000145396867358403	0.000287722471124995	3.517534911534e-05	0	0	0	1.0415798683443e-05	0	1.39006658418938e-05	0.000145884240854882	1.24848621046981e-05	0	0	1.57057373058378e-05	2.38925789649735e-05	0.000417761840937179	0	1.14813198925348e-05	0	0	0	0.000459527146566183	4.14874638713335e-05	2.82901437139301e-05	0	0	0	0	0	0.000145423778109755	0	3.10279561885259e-05	4.95458298926507e-05	0	0	1.9121190102872e-05	0	2.86911114936593e-05	0	0	0	0	9.82865380205091e-05	0	1.5042796756773e-05	4.75127096498313e-05	0	0	0	0.000332834082210018	0.000159718894745248	0	0	0	0	0	0	0	2.95072292711714e-05	0	0.000118168389955687	0.000118756383155595	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	6.02932664480031e-05	0	0	5.2435085364319e-05	0	0	0	8.93928945419253e-05	0	0	0	0	0	0.00147457900149936	0	6.81268521987941e-05	2.81131836774856e-05	0	0	1.11080255484588e-05	1.25794075099063e-05	0	0	0	0	0	0	0	0.00033636400701268	0	0.000460882590160157	0	0	4.98827754776276e-05	0	0	0	0.000673732021196064	0	3.40660370127492e-05	0	0	0.000125350411377259	0.000175623463294696	0	0	0	0.000242716090135047	0	3.16515794138128e-05	0.000115806417991685	8.97093417327858e-05	0	0	0.000222156398104265	0	0.000132025401687285	0	0	0	0	0	0.000119744089773855	7.65427184911899e-05	0	0	0	0	0	0	0	0	6.28282777512503e-05	0	0	0	0	0	5.08498277462085e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118017720064753	0	0	0	0	0	0	0.00138291546237778	0	5.18557890506501e-05	5.13927433446397e-05	6.53146533424774e-05	0	0	0	0	0.000760184926618884	4.95458298926507e-05	0	0	0	0	0	0	0.000405875041221684	0	0.00136508078592848	0.00262097434721358	0	0	0	0	0	0	0.00469296055916126	0	0.00181038589804669	0	0	0	0	0.000242281600443029	0	0.00383593980525229	0	0.000531757754800591	0.00375270170771679	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	0.0472578622419448	0.0527288296002524	0	0.0486178111497966	0.0493494840735756	0.0192139737991266	0.048956042710435	0.0592419482542845	0.0149338018447638	0.00778865861990435	0.0369018932874355	0.000209931676781557	0.0235270230828776	0.0273602557589125	0.00474685324124588	0.034256452180627	0.0285208248408091	0.0280077975307819	0.0251066439902975	0.0364565398500417	0.0278508082269325	0.0572269938650307	0.00915769551679928	0.0113132781542357	0.0205122896270224	0.00619559424409309	0.0224527615076607	2.99226499498796e-05	0.0220369388836792	0.0477853813091636	0.061643046433921	0.0296205040306382	0.0241408806397741	0.0540853993116177	0.0556481302073242	0.000302816190572323	0.0564995454863296	0.0389326267978804	0.0677258593517059	0.0682087226087771	0.0430521446113427	0.0201299861219891	0.016010666180459	0.074853228962818	0.0047904990659194	0.0429733843038096	0.0101353232722615	0.0299220395918486	0.0429928973110252	0.0598531366715199	0.0768607196210814	0.0490311391092859	0.00418206991050656	0.061774882963566	0.0532558254344392	0.0593657312343144	0.0743963138507849	0.0220585807218571	0.0208355395531081	0.0334802707289005	0.0326907467532468	0.00350348812194597	3.42125970782442e-05	0.0740168087809807	0.0187656171914043	0.0667366854842239	0.0205579809819987	0.00376432850606161	4.03502400839285e-05	0.0548192340668762	0.0202958503388798	0.0170009244001447	0.0218893719685356	0.0245730027548209	0.0596614012173784	0.10026672785155	0.0527045289164559	0.061206708778044	0.0260223993491222	0.0166942039521512	0.0381711811692493	0.131802033135179	0.0577182194566256	0.0527482932177206	0.010972259953515	0.0203524706274477	0.0645382664478592	0.0194053295152838	0.0243383541826228	0.00789043285016917	0.0298414806687264	0.0314522580175987	0.122269164925947	0.0795503416638792	0.107382199864227	0.0219135909232419	0.0711267767342534	0.0170346897372701	0.0432857544735136	0.00425393849814341	0.0337752452726145	0.044944752527278	0.0430575987326016	0.0650401234167779	0.0457266933908932	0.0511087162404886	0.0333214920071048	0.089005478688829	0.0493515421530651	0.0629394040843656	0.0343712184678395	0.0263418662262593	0.00638196032547998	0.00128235363480927	0.0372480783203947	0.104946337910499	0.052203477362713	0.040715607649599	0.0407397072626265	0.0435914118412492	0.0284429127690999	0.074714149985257	9.68101069751682e-05	0.0111015840064985	0.0270822445004039	0.000615338715993213	0.0173198894129127	0.00345003833375926	0.0677650191379597	0.120587765532663	0.11519771319676	0.0533263892033875	0.000984877366882704	0.0323878069432684	0.0705987488829312	0.0372421431538142	0.208445863000246	0.0705812924166421	0.00138169257340242	0.0942983751846381	0.0388095860152483	3.67242012486228e-05	1.91776618594661e-05	0.0169874982934488	4.59748977058526e-05	0.000688231245698555	0.00105574324324324	8.95375386130635e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio	0	0	0	0	0	2.26847388419441e-05	0	1.27704135059893e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47889615191221e-05	0	0	0	0	1.29851579644466e-05	0	0	0	1.24706938694069e-05	0	0	0	6.81302043906132e-05	0	2.55495277595619e-05	2.28453937974756e-05	1.3740604861426e-05	0	2.50890661849566e-05	0	0	0	9.70864360540189e-06	0	3.16515794138128e-05	2.3161283598337e-05	0	0	0	2.46840442338073e-05	0	0	0	0	0	0	0	0	4.5925631094714e-05	0	0	0	0	0	5.35867390683052e-05	0	0	0	0	1.23216442002021e-05	2.86804141451803e-05	3.4651235316539e-05	0	2.54249138731043e-05	0	0	0	0	9.96661185030149e-05	6.03700685200278e-05	2.08315973668861e-05	1.49186931224825e-05	1.39006658418938e-05	0	0	0	0	1.57057373058378e-05	2.38925789649735e-05	1.74067433723825e-05	3.45913037462382e-05	6.88879193552091e-05	1.67664269067619e-05	0	0	0	4.14874638713335e-05	0	0	0	0	0	0	0	0.000446378752371387	7.75698904713146e-06	0	0	0	0	0	2.86911114936593e-05	0	5.07343801527105e-05	8.67490782910432e-05	0	3.27621793401697e-05	0	0	0	0	0	0	6.65668164420037e-05	0	0	0	0	0	0	0	6.13798183157378e-05	0	0	0.000531757754800591	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.74908043779035e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000104729274824578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000322801920671428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	0.000132645186185607	0	0	4.19480682914552e-05	0.00239270225811276	0.00055577610162763	0.00157557071932171	3.8311240517968e-05	0	0	0.000226210966314237	0	0	0.00718702370478681	0	0.00988974804419162	0.000576320265388454	0	0.00118493322552764	0.00579838933629547	0.00578652745455689	0	0	1.17236043049075e-05	4.43668845573664e-05	0	0	0	0.00280303339177233	0	0.00316856780735108	0.00156672647901658	0	8.72948570858483e-05	0.00327455919395466	0	0	0.000787282361847086	0.00259828768582016	0.00012774763879781	0.00662516420126792	0	0.00450121931763794	3.76335992774349e-05	0	0	0	0.00575722565800332	0.011707575736433	7.38536852988964e-05	0.000138967701590022	9.9677046369762e-06	0	0	0.00117249210110585	0.0103924252794889	0.00277253343543298	0	0	9.7524820066707e-06	0.00383522727272727	0	0	0.000183702524378856	2.49875062468766e-05	0	0	0	0	0	1.84675617278251e-05	0	0.00446080772033877	1.37741046831956e-05	1.23216442002021e-05	0	0	0	0.000330523880350355	0	0.000931672763642841	0	0.00164139248879198	2.49165296257537e-05	1.50925171300069e-05	0	0	1.39006658418938e-05	0	3.74545863140942e-05	0	3.63609919278598e-05	0	0	0.00546571741892809	0	0	1.67664269067619e-05	0	0	3.44645359924638e-05	0.00291795162561713	0.00523367658707706	9.07476308386377e-05	0.00246685168054271	0.000146957970020574	0.000923623445825933	0	0.00538067979006095	0	0.0094169847032176	0.0085383980181668	0	0	0.00145321044781827	0	0.00157801113215126	0	0.00390654727175871	4.33745391455216e-05	0.0107192409255695	0.015250794482849	2.42025267437921e-05	0.000661883057298013	0.000380101677198651	0	0.000975768417628883	0	0.0117490431020136	0.00308789863174147	0.0157217722725107	0.000384946333952267	0	0.000846740050804403	0.00554066130473637	0.00422262217914994	0.000368278909894427	0.0266155208025966	0	0.0318463810930576	0.0303066289813077	0	0	0	0	0	0	4.47687693065318e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cuneatibacter	0	0.00063094326017396	0	0	0	1.1342369420972e-05	0	0	0.00020079061303884	0	3.93410376198672e-05	0	0	1.23914201806669e-05	1.12484673963173e-05	0	0	0.000266582248954498	0	0	0	0.000539877300613497	0.000244205213781314	0.000164130460268705	0.00028099026886332	0	0.000479830570171084	0	0	0.000506421160613419	0	0	6.78877408317606e-05	0	0	0	0.000349625900286693	2.27100681302044e-05	0	0	0	0.000233590282644242	0	1.25445330924783e-05	0	8.38855800687862e-05	0	0	0	0	0	0	0	0	0	0	0	0.000143094585521029	0	0.000224307086153426	0	0	0	0	0.000299850074962519	0.0001896342975508	0.000672806650319957	0	0	0.000428693912546442	0	0.000401913106386399	0	0.000151515151515152	0.00065304714261071	0.000630969111193966	0.000623722235697703	0.000484038819913357	0	0.00159936554094244	0.000178113910696425	3.517534911534e-05	0	0.000722579359146858	0.000316942859730146	0.000635363719690026	0.00017902431746979	0.000208509987628407	0.000753735244416888	6.24243105234903e-05	0.000563046805070309	0	0.000157057373058378	0.00123046781669613	1.74067433723825e-05	0.000224843474350548	0.000275551677420836	0.000385627818855524	0.000110079624261549	0	0.000114881786641546	1.38291546237778e-05	0	0	1.28481858361599e-05	0	0	0.00111430959234841	0	0.00156232563329985	4.65419342827888e-05	0	0	0	0	0.000364173860885585	0	0	0	0	0	3.27621793401697e-05	0	0	4.75127096498313e-05	0	0	0	6.65668164420037e-05	0	0	0	0	0	0	3.4611657206147e-05	0	2.95072292711714e-05	0	0.000118168389955687	0.000142507659786714	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	9.64692263168049e-05	0.00247870566496913	0	7.34091195100466e-05	0.00130511032260696	0.00055577610162763	0.00145088526671352	0.00019155620258984	0	1.13869278068777e-05	0.00275387263339071	3.81693957784648e-05	1.26898722129868e-05	0.00483265387046009	0	0.00202109661523089	0.000407641163323541	1.66613905596561e-05	0.00104552931664204	0.00428769786170508	0.000389961632807095	0	0	0	5.91558460764885e-05	1.11032154912063e-05	1.65458817300374e-05	0	0.00124352754107718	0.00981677942112166	0.00213158197949072	0.00183454297115616	0.000230818318827986	0.00019953110191051	0.000833171865917458	2.01877460381548e-05	0.0012586532410321	0.00149886449659349	0.00255569280572475	0.000255495277595619	0.00276429264949455	0.00409470024870495	0.00213095699341341	0.000137989864017261	0	0.000107852888659868	0	0.00228153124726944	0.000432580271548777	0.00011605579118398	6.94838507950111e-05	1.99354092739524e-05	0	0	0.000481338862559242	0.00239561943874059	0.000884570191304807	0.000198130964567579	7.94239118924071e-05	3.90099280266828e-05	0.00142045454545455	0	0	0	0	0.00636004259478068	0.00269122660127983	9.43440728336242e-06	0	0.0116997713632466	0	0	0.00130682817722601	0	0.00385667463466325	0.0117302893853787	0.000103953705949617	0.00447735908419855	0.000279674052604147	0.00150684026171436	0.00276761615082138	0.0127334763797531	0.00148215291898381	2.49165296257537e-05	0	0.00160403299725023	0.0418618529016858	0	0.00239493295403431	4.99394484187922e-05	0.0133543152484624	0	0.0297152549826452	0.00367945716060592	0.0277289421922053	5.18869556193573e-05	0.00964430870972927	1.67664269067619e-05	0.00265414205163957	1.80251631277263e-05	0.000160834501298164	0.00301475570798357	0.00016974086228358	0.000116675525363963	8.99373008531195e-05	4.8985990006858e-05	0.000710479573712256	0.00715015321756895	0.000846101981729485	0.000111594688092847	0.00459989450494896	0.0023121387283237	1.32957506780833e-05	0	0.000745726414012008	0.00505559006876459	0.000688586675847822	0	0.00319626594962076	0	0.00248399946291903	0.0112538086033483	0	0.000105299577297411	0.00137786857984511	0	0.000975768417628883	0	0.0104842735896156	0.00383325347388596	0.0390662220104812	0.000769892667904533	0	0.000317527519051651	0.00701519213583557	0.00273432091928562	0	0.0187961050457362	0	0.00336779911373708	0.0194285442842553	0	0	1.95034423575761e-05	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella	0.000277349025660814	0.0011717517688945	1.98471767391089e-05	0.000157305256092957	0.000543795967752899	0.00531957125843589	0.00310580127405862	0.00233698567159605	0.000790613038840434	2.27738556137554e-05	0.00262601426112614	0	0.01062142304227	0.00178436450601603	0.011203473526732	0.00130576466714355	0.00050603730619474	0.00129958846365318	0.00287172052304347	0.00420994168286587	0.00115730549091138	0.00117791411042945	0.000895419117198152	0.0139276419142301	0.0119051140228933	0.00421922188665838	0.00076111055958172	0	0.00775675785868635	0.0173741413564296	0.00403272266390137	0.00712391869091299	0.00169719352079401	0.0003616501222128	0.00453400503778338	0	0.00153835396126145	0.000211960635881908	0.00481322145078162	0.00126895987872491	0.00655662801987549	0.00048092117014991	0.00211956150147002	0.000137989864017261	0.00228182546036829	0.000850839454983403	0.00893801859998886	0.00147571382802109	0.00192567991850746	0.00639361904159018	0.00195712846405948	0.000388740480842072	0.00342558627481766	0.00844697740687971	0.000320892575039494	0.000638831850330824	0.00355148330538796	0.00107871302931238	0.000344170284867097	0.000770446078526985	0.00200892857142857	0.000138295583761025	0	7.65427184911899e-05	0.0260619690154923	0.0212682158330051	0.000418635249087973	0.00242464267182414	4.03502400839285e-05	0.0193626750500143	5.54026851834752e-05	0.00984687110646678	0.00212359578799226	0.0189944903581267	0.0165356465166712	0.0193019187197063	0.00200977164835926	0.0222657857160144	0.000254249138731043	0.000264357940651642	0.00217847013851782	0.0117837419536389	0.00132291334917563	0.031768575272836	0.0147302967188868	0.0217377718523456	0.0281515739221244	0.0205034821167934	0.000413338682422165	0.0126346804499544	0.0151878266393324	0.0168715002545269	0.0213598027359394	0.00739475318965929	0.000174067433723825	0.0105503476426026	0.00892098555649957	0.0179903760709555	0.0113748945070267	0.00254154800100941	0.00188406130092135	0.00146589039012045	0.0029138848025348	0.000272242892515913	0.00271096721142975	0.000424545246726103	0.00198934280639432	0.045593834153589	0.0059227138721064	0.106126548376297	0.000255980638555338	0.00214698596201486	0.00218050311120566	1.47396969518307e-05	0.000879574744732112	0.00916861249759003	0.00107591668101222	0.0163479333744602	0.00390654727175871	0.00134461071351117	0.00266302645123752	0.000900959931854667	0	0.00382087037622035	0.00223309735354207	0	0.00398438770531794	0.00268336314847943	0.000698951572641038	0.0119789171058936	0.000857551214864221	0.00484579502739912	1.58851188206888e-05	0.00222269263336156	0.000134048257372654	0.00159213623148276	0.00214829364105082	0.0002065506048982	0.00518134715025907	0.010576070901034	9.50051065244757e-05	1.22414004162076e-05	0	1.95034423575761e-05	0.000321824283940968	0	0.000211148648648649	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Extibacter	0	0	0	0	0	0	0	0	0	0	9.83525940496681e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11570921841236e-05	0	0.000115220647540039	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33440085401655e-05	0	0	1.94172872108038e-05	2.79084046160501e-05	0	0	0	0	0	1.23420221169036e-05	0	2.64050803374569e-05	0	0	0	0	0	0	0	0	0	0	9.43440728336242e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22491976775521e-05	0	0	0	0	0	0	0	0	0	0	0	1.74067433723825e-05	0	0	0	0	0	0	0	2.82901437139301e-05	0	6.42409291807997e-05	0	0	0	0	0	0	0	1.32957506780833e-05	0	0	0	1.43455557468296e-05	0	0	0	0	0	0	0.00015042796756773	0	0	0	0	0	0	9.52834683182468e-05	0	0	0	0	6.92233144122941e-05	0	0	0	0	2.37512766311189e-05	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Faecalicatena	0.000120586532896006	0.000585875884447249	0	0.000125844204874366	4.07846975814674e-05	3.40271082629161e-05	2.26700822923987e-05	0.000293719510637754	0.000401581226077681	1.13869278068777e-05	1.96705188099336e-05	0	0.000406075910815578	7.43485210840014e-05	0.000112484673963173	0.000147608179764054	7.02829591937139e-05	0.000749762575184525	0	0	0.000138373482608969	0.000687116564417178	0.000468059993080852	0.00507632066402495	0.00428879884054542	0.000433025404157044	0.000529468215361197	0	4.07713947894157e-05	0.000714183688044565	0.000345661942620118	1.33908246069793e-05	0.000230818318827986	0.000212001795779917	1.93760899050572e-05	0	0.000629326620516048	0.000174110522331567	4.25948800954125e-05	5.96155647723111e-05	0	4.1221814584278e-05	2.27909838867744e-05	0.000225801595664609	0.000427008273285295	1.19836542955409e-05	0.000139221473520076	0.000213590159318842	0.000432580271548777	0.000284864214724315	0.00023161283598337	0.000328934253020214	0.000171279313740883	0.00132302055770405	0.000222156398104265	0.000353639060004563	3.96076205061854e-05	0.000352232825897919	0.000105898549189876	0.000156039712106731	0	0	0	0.000214319611775332	0.00399800099950025	0.01422257231631	0.0015399796662879	0.00027359781121751	4.03502400839285e-05	0.000321520434409831	9.23378086391254e-05	0.00559998928231716	0.000125656555502501	0.00286501377410468	0.00158949210182607	0.000803051596065047	0.000450466059115007	0.0209346789612527	0.000165261940175178	0.000951688586345912	1.37010700535712e-05	0.00168841675753632	8.57443837428648e-05	0.00351323067723128	0.00668598508859308	0.00220814932088993	0.0220050723556616	0.00547686234170617	0.00109413180641161	0.0070664319512591	0.00267086304969249	0.000181804959639299	0.00549700805704324	0.0019830840540928	0.000243694407213354	0.00167767823169255	0.00187145514248318	0.00715926428918733	0.0163162465294341	0.000108150978766358	0.00014934632263401	0.000152120700861556	0.000565802874278601	0.000207423156202601	0.000218419159214719	0.000310244603376768	0	0.00232147831739252	2.64406869290464e-05	0.0335900011159469	0.00020943870427255	0.000214698596201486	0.000106366005424666	0	3.8242380205744e-05	0.000128531950900795	5.73822229873185e-05	0.000616903146206046	0.000101468760305421	0.000216872695727608	0.000223783735398111	0.000409527241752121	0	3.0085593513546e-05	0	0	0	0	0.000199700449326011	0.000159718894745248	0	0.000294370725963498	0	0	8.93655049151028e-05	0.000138446628824588	0.000368278909894427	0.000177043375627029	0	0.000649926144756278	0.000118756383155595	1.22414004162076e-05	0	1.95034423575761e-05	9.19497954117052e-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Frisingicoccus	1.20586532896006e-05	0	0	0	0	0	0	0	0	0	0	0	0.00100249990482596	0	0.000303708619700566	0	0	0	0	0	0	0	0	4.689441721963e-05	0.000266201307344198	0.0005329543435779	1.65458817300374e-05	0	0	0.000623287582293439	0	0	0	1.24706938694069e-05	0	0	0	0	0	0	0	0	0	0	0.000600480384307446	0	0.000640418778192348	0	0	1.05505264712709e-05	0	0	0.000214099142176104	0.00396906167311215	0	0	0	0	0.0064068622259875	0	0	0.0011370970220351	0	0	0.000174912543728136	0.000364681341443846	0	0.000254728996650785	0	0.000178622463561017	0	0.00012057393191592	0	0.000179063360881543	0.000221789595603637	0.000200762899016262	0	0.000145211645974007	1.27124569365521e-05	0	0	7.03506982306799e-05	0	0.000622913240643843	0.000211295239820097	0.000197900174985418	0.000164105624347307	0.000139006658418938	0	0.000162303207361075	0.000173245170790864	0.000472692895062177	0.000282703271505081	0.000346442394992115	1.74067433723825e-05	0.00019025217060431	0.000229626397850697	0.000201197122881143	8.56174855367605e-05	0.000162226468149537	0	0	0	0	0	0	0	0.000371436530782802	0	0.00033478406427854	0	0	0.000226027761527416	0	0	0.000321329877251987	0	0.00123380629241209	0	0	0	1.63810896700849e-05	0	0	0	0	0	0	0	0	0	0	0	0.000529212531752752	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter	0.00165203550067528	0	0	0.0204287092579387	0.000326277580651739	0.000215505018998469	0.00112216907347374	0.00162184251526064	0	1.13869278068777e-05	0.00292107204327514	0	0.00151009479334543	0.00280046096083072	0.00175476091382549	0.000170317130496985	0.00146188555122925	0.000616471450707276	0.000501854071988179	0.00112191058039433	8.8055852569344e-05	9.8159509202454e-05	0	0	0	0.00204299165038195	0	1.49613249749398e-05	0.00033636400701268	0	0.00115220647540039	0.000307988965960524	0.000597412119319493	0.00583628473088243	0.0018988568106956	0	0.00160827914131879	0.00999242997728993	0.00315202112706053	0.000187363203570121	0.000822434176709121	0.000865658106269838	0.000307678282471454	0.000965929048120829	0	0.000671084640550289	0.00225538787102523	0.000378637100610674	0.0001116336184642	0.000179358950011606	4.6322567196674e-05	0.0144232686097046	0	0.0102788520252392	0.00380134281200632	2.28154232261008e-05	0.000435683825568039	0.000440291032372398	2.6474637297469e-05	8.77723380600363e-05	0.00298295454545455	0	3.42125970782442e-05	0.00174517398159913	2.49875062468766e-05	1.45872536577539e-05	2.99025177919981e-05	8.49096655502618e-05	0	0	0	0	0.000125656555502501	1.37741046831956e-05	0	2.86804141451803e-05	0.000138604941266156	0	0.00162719448787867	2.64357940651642e-05	0.00110978667433927	0	4.89967907102085e-05	0	0	0	0	0	0	0	0	0.00109082975783579	1.57057373058378e-05	1.19462894824867e-05	0.00311580706365646	0	4.59252795701394e-05	0	0	0	0.000471015325230338	0.00442532947960891	0.000254611293425371	0.015673412240559	2.56963716723199e-05	0.018059501649195	0.00113676731793961	0	0.00146745812456208	0	0.00694250519718266	9.90916597853014e-05	1.32957506780833e-05	1.47396969518307e-05	9.560595051436e-05	0	0.000157801113215126	0.00154225786551511	0.00251135181755917	0.00182173064411191	0.0058407554938907	0.00868197752514497	0	4.51283902703191e-05	0.00147289399914477	0	0.000325256139209628	0	0.00978532201697454	0.00553692168450194	0.00676512625059552	0.000113219509985961	0	0	0.00326184092940125	0.0016959712031012	0.00263933218757672	0.00643257598111537	0	0.00372230428360414	0.00448899128328148	0	0	0	0	0	0	0
