#Taxonomy	M5.8.22.17	M12.10.31.17	M36.3.13.18	M8.9.5.17	M20.10.31.17	M17.11.27.17	M18.11.14.17	M9.8.8.17	M11.10.31.17	M35.3.13.18	M19.12.11.17	M35.2.27.18	M21.12.19.17	M1.9.5.17	M21.11.8.17	M2.8.8.17	M6.9.5.17	M12.11.28.17	M17.11.14.17	M19.11.28.17	M4.9.5.17	M12.11.14.17	M11.11.14.17	M27.11.8.17	M30.11.8.17	M23.11.8.17	M11.11.27.17	M38.2.27.18	M2.7.25.17	M33.2.27.18	M5.7.25.17	M20.11.27.17	M12.12.11.17	M2.8.22.17	M19.10.31.17	M37.2.27.18	M14.11.27.17	M9.9.5.17	M17.10.31.17	M9.7.25.17	M18.11.28.17	M13.11.27.17	M2.9.5.17	M8.8.8.17	M24.12.19.17	M13.11.14.17	M21.11.22.17	M1.8.8.17	M8.8.22.17	M6.8.8.17	M10.7.25.17	M8.9.19.17	M22.12.19.17	M23.12.6.17	M7.8.8.17	M10.8.22.17	M1.7.25.17	M15.11.28.17	M23.11.22.17	M15.11.14.17	M3.7.11.17	M22.11.22.17	M37.4.9.18	M10.8.8.17	M27.11.22.17	M31.2.13.18	M15.10.31.17	M23.12.19.17	M36.2.27.18	M31.2.27.18	M22.11.8.17	M30.12.19.17	M5.9.5.17	M29.11.22.17	M33.3.12.18	M32.2.27.18	M14.11.14.17	M34.2.13.18	M10.9.5.17	M14.10.31.17	M18.12.11.17	M32.2.13.18	M16.11.14.17	M30.12.6.17	M27.12.19.17	M34.1.30.18	M31.1.30.18	M29.12.6.17	M13.10.31.17	M29.11.8.17	M32.1.30.18	M21.12.6.17	M33.1.30.18	M32.3.12.18	M2.7.11.17	M30.11.22.17	M34.3.12.18	M29.12.19.17	M33.2.13.18	M22.12.6.17	M15.12.11.17	M1.8.22.17	M9.8.22.17	M3.8.22.17	M3.8.8.17	M4.8.22.17	M3.7.25.17	M34.2.27.18	M18.10.31.17	M27.12.6.17	M9.9.19.17	M3.9.5.17	M24.12.6.17	M24.11.22.17	M6.8.22.17	M31.3.12.18	M16.10.31.17	M6.7.25.17	M1.7.11.17	M7.9.5.17	M2.9.19.17	M10.7.11.17	M38.3.13.18	M4.7.25.17	M4.8.8.17	M37.3.13.18	M5.8.8.17	M7.7.25.17	M8.7.11.17	M19.11.14.17	M4.7.11.17	M16.11.27.17	M35.3.27.18	M7.8.22.17	M9.7.11.17	M5.7.11.17	M8.7.25.17	M7.7.11.17	M20.11.14.17	M1.9.19.17	M6.7.11.17	M37.3.27.18	M38.4.9.18	M24.11.8.17	M35.4.9.18	M38.3.27.18	M36.3.27.18	M36.4.9.18
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	1.20586532896006e-05	0	0	1.04870170728638e-05	0	0	0	1.27704135059893e-05	0	0	0	0	0	0.00127631627860869	0	3.40634260993971e-05	8.43395510324567e-05	0	0	0	0	0	0	0	0	0	0	0	0.000580992375749174	0	0.000979375504090333	0	0	0	0	0	0	0.000128690386071158	0	1.70330185063746e-05	0	0	0.000182327871094195	1.25445330924783e-05	0	0	0	0.000233007446529645	0	4.22021058850837e-05	4.6322567196674e-05	1.99354092739524e-05	0	0	0.000209814375987362	2.28154232261008e-05	5.28101606749139e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000276444422105501	0	0	0	0	0	3.81373708096564e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127069226618392	0	0	0	0	0	1.14881786641546e-05	0.000732945195060226	0	6.48197363133127e-05	0	0	0	0	0	0	0.00238139563746936	0.000313790255986788	0	0	9.560595051436e-05	0	1.43455557468296e-05	0	0.000913218842748789	0	0.000537080964955467	0.00288307178193493	0	3.0085593513546e-05	0	0	0	0	0.00296222333166916	0	0.0247737017627442	0	0	0	0.00183199285075961	0.00124601965942129	0	0.00817350250811449	0	0.00129985228951256	0.00980927724865211	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__Dorea longicatena	6.02932664480031e-05	0.00225336878633557	0	5.2435085364319e-05	0.00116916133066873	0.000408325299154993	0.00109949899118134	0.000166015375577861	0	1.13869278068777e-05	0.00238013277600197	3.81693957784648e-05	1.26898722129868e-05	0.00280046096083072	0	0.00146472732227407	0.000267075244936113	1.66613905596561e-05	0.000850363844202191	0.00366564843099139	0.000301905780237751	0	0	0	0	0	1.65458817300374e-05	0	0.000519835283565051	0.00931035826050824	0.000979375504090333	0.00147299070676772	0.000203663222495282	0.000187060408041103	0.000639410966866886	2.01877460381548e-05	0.000769176980630725	0.00116578349735049	0.00234271840524769	0.00022142924058287	0.00230738477354503	0.00373744452230787	0.00141304100098001	0.000100356264739826	0	9.58692343643271e-05	0	0.00171842991815613	0.000348855057700627	5.27526323563546e-05	2.3161283598337e-05	0	0	0	0.000185130331753554	0.00165411818389231	0.000712937169111337	0.000187123688758269	7.94239118924071e-05	2.92574460200121e-05	0.00140016233766234	0	0	0	0	0.0058494887167593	0.00252676275342384	9.43440728336242e-06	0	0.0108245212917977	0	0	0.000703676710814003	0	0.00359792010645901	0.0111566811024751	0.000103953705949617	0.00394491638229386	0.000228824224857938	0.00141431498248629	0.00245249153958924	0.0121354954447923	0.00134741174453073	2.49165296257537e-05	0	0.0014269644196317	0.0373862449649411	0	0.0021517925526095	1.24848621046981e-05	0.0122426587358877	0	0.0280190353536147	0.00332106847613131	0.0253790318369336	3.45913037462382e-05	0.00845025144090565	0	0.00239728959502929	1.80251631277263e-05	6.89290719849275e-05	0.00192225249270512	0.00014145071856965	3.88918417879876e-05	8.99373008531195e-05	4.8985990006858e-05	0.000568383658969805	0.00645370972235119	0.000647796829761637	0.000111594688092847	0.0015048558751435	0.00155243600330306	0	0	0.00057363570308616	0.0049484801096806	0.000545131118379526	0	0.00197864082595571	0	0.00167837801548583	0.00725682272384759	0	7.52139837838651e-05	0.00137786857984511	0	0.000894454382826476	0	0.00692294890996838	0.00292817973699622	0.0133396855645545	0.00063402925592138	0	0.000317527519051651	0.004781054512958	0.00124601965942129	0	0.00947182059604603	0	0.00147710487444609	0.00605657554093532	0	0	1.95034423575761e-05	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella	2.41173065792012e-05	9.01347514534229e-05	0	3.14610512185914e-05	6.79744959691124e-05	0.000646515056995406	0.00035138627553218	0.000306489924143744	0.000112944719834348	2.27738556137554e-05	0.000236046225719203	0	0.00112939862695583	0.000136305621987336	0.00114734367442436	0.00015896265513052	1.40565918387428e-05	0.000133291124477249	0.000153344299774166	0.000510969175229103	0.00010063526007925	4.9079754601227e-05	0.000152628258613321	0.00181715866726066	0.00198172084356237	0.000677296144963581	4.96376451901122e-05	0	0.000468871040078281	0.00131150095440911	0.000172830971310059	0.000709713704169903	0.000325861155992451	3.74120816082207e-05	0.000348769618291029	0	0.000349625900286693	6.0560181680545e-05	0.00017037952038165	0.00012774763879781	0.000856702267405334	2.7481209722852e-05	0.000170932379150808	0	0.00029356818788364	0.000143803851546491	0.000250598652336136	0.00020388151571344	0.000139542023080251	0.000527526323563546	0.000185290268786696	2.99031139109286e-05	0.000328285351336692	0.000508854060655404	3.70260663507109e-05	3.42231348391513e-05	0.000316860964049483	0.000176116412948959	2.6474637297469e-05	0.00013653474809339	4.05844155844156e-05	0	0	0	0.00254872563718141	0.00199845375111228	2.99025177919981e-05	0.000264163403934148	0	0.00142897970848814	1.84675617278251e-05	0.000951194351781145	0.000188484833253751	0.00147382920110193	0.00105966140121738	0.00111853615166203	0.000242558647215773	0.00188775139766209	3.81373708096564e-05	3.96536910977463e-05	0.000191814980749997	0.000633156284076119	0.000122491976775521	0.00313948273284497	0.00143378912735066	0.00280184984584618	0.00308816947635387	0.00287743782927202	0.000109413180641161	0.00149818345256377	0.00170357751277683	0.00119991273361937	0.00169621962903048	0.000824293974291585	1.74067433723825e-05	0.00110692171987962	0.000907024271510253	0.00192813909427762	0.00103964089580352	0.000198276794404989	0.000252739930611401	0.000110633236990223	0	2.59278945253251e-05	0.000231267345050879	4.8985990006858e-05	0.000142095914742451	0.00431794967035008	0.000819661294800439	0.0102667113045419	1.55139780942629e-05	0.000214698596201486	0.000159549008136999	0	1.9121190102872e-05	0.00023564190998479	5.73822229873185e-05	0.000616903146206046	0.000152203140458131	8.67490782910432e-05	0.000179026988318489	6.55243586803394e-05	0	0.00030085593513546	0.000142538128949494	0	0.000162628069604814	0	6.65668164420037e-05	0.00181014747377948	0	0.000294370725963498	0	0	0	6.92233144122941e-05	6.13798183157378e-05	0	0	0.000768094534711965	7.12538298933568e-05	1.22414004162076e-05	0	1.95034423575761e-05	0	0	0.000211148648648649	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella massiliensis	0.00020499710592321	0.00108161701744107	1.98471767391089e-05	0.000125844204874366	0	0	0	0.00200495492044032	0.000677668319006086	0	9.83525940496681e-06	0	0	2.47828403613338e-05	0	1.13544753664657e-05	0.000449810938839769	0.00116629733917593	0	1.11080255484588e-05	0	0.00107975460122699	0.000742790858584831	0.006717625266712	0.0010056493833003	0	0.000711472914391608	0	1.01928486973539e-05	0.016049655244056	0.000115220647540039	0	0.000420903993156916	0.000286825958996359	5.81282697151715e-05	0	0.00118872806097476	0.000136260408781226	0	0.00113269573067391	0	0.000453439960427058	0	0.000137989864017261	0	0.000707035603436912	0	0	1.39542023080251e-05	0.00558122850330231	0.00176025755347361	0.000129580160280691	1.42732761450736e-05	0.000305312436393242	0.000246840442338073	0	1.32025401687285e-05	0.000902596616363416	2.6474637297469e-05	0.000633911330433595	2.02922077922078e-05	0	0	7.65427184911899e-05	0.0130434782608696	0.0192697620818928	0.000388732731295975	0	0	0.0179336953415262	0	0.00415310209932613	2.51313111005001e-05	0.00491735537190083	0.0154759851154538	0.0181833825680443	0.00176721300114349	0.0203780343183523	0.00017797439711173	0.000211486352521314	0	0.0111505856695628	1.22491976775521e-05	0.0156226640753476	0.00990069123728455	0.018925506207816	0.0250634044457705	0.0117460626364003	0.000303925501781003	2.49697242093961e-05	0.0134698120289897	0	0.019663583106909	0.00655851292588522	1.74067433723825e-05	0.00337265211525822	0.00800247996509679	0.0112838053082508	0.0103352536112232	0	0.000367621717252947	0.00132759884388267	0	0.000220387103465263	1.28481858361599e-05	0.000342901930048006	0	0.0412758844832389	0	0.0665104341033367	2.32709671413944e-05	0	1.32957506780833e-05	0	0	0.00891154859578844	0	0.000308451573103023	0.00337383628015525	0.00125786163522013	2.23783735398111e-05	0.000655243586803394	0	0	0	0	0	0	3.32834082210018e-05	0	0	2.26439019971922e-05	1.58851188206888e-05	0.00010584250635055	0	0.000380728229267617	0.00208691382273508	5.90144585423429e-05	0.000172711571675302	0.000413589364844904	0	0	0	0	0.000321824283940968	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella tayi	4.82346131584025e-05	0	0	0	0.000475821471783787	0.00467305620144048	0.00275441499852644	2.55408270119786e-05	0	0	0.00238013277600197	0	0.00949202441531414	0.00162327604366736	0.0100561298523076	0.00113544753664657	4.21697755162283e-05	0	0.0027183762232693	0.00368786448208831	0.00105667023083213	4.9079754601227e-05	0	0.00539285798025745	0.00891774379603064	0.0035419257416948	0	0	0.00727769396991071	1.29851579644466e-05	0.00374467104505127	0.00641420498674308	0.000950428371644648	3.74120816082207e-05	0.00412710714977717	0	0	1.51400454201363e-05	0.00464284193039997	8.5165092531873e-06	0.00569992575247016	0	0.00194862912231921	0	0.00198825727248465	0	0.00868741994765273	0.00127183231230765	0.00177218369311918	0.000284864214724315	1.15806417991685e-05	0.000229257206650453	0.00308302764733589	0.00763281090983106	3.70260663507109e-05	0.000604608715491672	0.00322141980116975	0	0.000291221010272159	0	0.00194805194805195	0.000138295583761025	0	0	0.0104697651174413	0	0	0.00216047926788999	4.03502400839285e-05	0	3.69351234556502e-05	0.00474257465535951	0.00190997964363801	0.012603305785124	0	0	0	0	3.81373708096564e-05	1.32178970325821e-05	0.00198665515776782	0	0.00118817217472256	0.0130064284646434	0.00339581635425156	1.0415798683443e-05	0	0.00587998165112109	0	0.0111115272731813	1.44370975659054e-05	0.0156715875209076	0	1.19462894824867e-05	0.00013925394697906	0.0060707738074648	1.14813198925348e-05	0.00477843166842714	0	0.00234327120660442	0.001263699653057	2.76583092475557e-05	0.0029138848025348	2.59278945253251e-05	0.00246685168054271	3.26573266712387e-05	0.00184724689165187	0	0.00510305257730596	0.0293494029684187	0.000217195693319681	0.00193228736581338	0.00200765835239058	1.47396969518307e-05	0.00086045355462924	2.14219918167991e-05	0.0010185344580249	0.0154225786551511	0.000380507851145329	0	0.00246162108937922	0.000180191986370933	0	0.00352001444108489	0.00209055922459258	0	0.00382175963571312	0.00268336314847943	0.000599101347978033	0.0101687696321141	0.000857551214864221	0.00452878039943843	0	0.00211685012701101	0.000134048257372654	0.00114218468780285	0	0.000147536146355857	0.00500863557858377	0.00939438700147711	2.37512766311189e-05	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Extibacter	0	0	0	0	0	0	0	0	0	0	9.83525940496681e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09642434867697e-05	0	5.76103237700196e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23420221169036e-05	0	2.64050803374569e-05	0	0	0	0	0	0	0	0	0	0	9.43440728336242e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74067433723825e-05	0	0	0	0	0	0	0	0	0	2.56963716723199e-05	0	0	0	0	0	0	0	1.32957506780833e-05	0	0	0	0	0	0	0	0	0	0	9.02567805406381e-05	0	0	0	0	0	0	9.52834683182468e-05	0	0	0	0	3.4611657206147e-05	0	0	0	0	2.37512766311189e-05	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Extibacter;s__Extibacter muris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01928486973539e-05	0	5.76103237700196e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33440085401655e-05	0	0	1.94172872108038e-05	2.79084046160501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22491976775521e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82901437139301e-05	0	3.85445575084798e-05	0	0	0	0	0	0	0	0	0	0	0	1.43455557468296e-05	0	0	0	0	0	0	6.01711870270921e-05	0	0	0	0	0	0	0	0	0	0	0	3.4611657206147e-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Faecalicatena	1.20586532896006e-05	4.50673757267114e-05	0	1.04870170728638e-05	4.07846975814674e-05	3.40271082629161e-05	1.13350411461994e-05	3.8311240517968e-05	7.52964798895652e-05	0	9.83525940496681e-06	0	5.07594888519473e-05	7.43485210840014e-05	2.24969347926345e-05	0.000124899229031123	1.40565918387428e-05	4.99841716789683e-05	0	0	8.8055852569344e-05	0	6.10513034453286e-05	0.00416187952824216	0.00415569818687332	5.55160774560313e-05	1.65458817300374e-05	0	1.01928486973539e-05	0.000298658633182273	0.000288051618850098	1.33908246069793e-05	2.71550963327042e-05	4.98827754776276e-05	0	0	0	2.27100681302044e-05	4.25948800954125e-05	0	0	0	2.27909838867744e-05	6.27226654623915e-05	2.66880170803309e-05	0	0	0.000135921010475626	0.000334900855392601	3.16515794138128e-05	3.47419253975055e-05	2.99031139109286e-05	5.70931045802943e-05	0.000101770812131081	6.17101105845182e-05	0.000296600501939311	2.64050803374569e-05	4.40291032372398e-05	2.6474637297469e-05	1.95049640133414e-05	0	0	0	1.5308543698238e-05	0.00224887556221889	0.00192551748282351	0.000104658812271993	3.77376291334497e-05	4.03502400839285e-05	0.000160760217204916	3.69351234556502e-05	0.00257224388087296	7.53939333015003e-05	0.00252066115702479	0.000406614258606668	0.000516247454613245	6.93024706330781e-05	0.00208136692562744	1.27124569365521e-05	3.96536910977463e-05	0	0.00038692884026874	7.34951860653127e-05	0.00274081825883291	0.00410516465936189	0.00061453212232314	0.0025510965239445	0.00333615980205452	8.5099140498681e-05	0.00701649250284031	0.000519735512372593	0	0.000471172119175135	0.000465905289816983	1.74067433723825e-05	0.00136635649797641	0.000574065994626742	0.00394011032308905	0.00163896329456084	0	4.59527146566183e-05	4.14874638713335e-05	0.000367771868281091	3.88918417879876e-05	0.000167026415870079	1.63286633356193e-05	0	0.000510725229826353	2.64406869290464e-05	0.00892757504742774	6.98129014241832e-05	0.000165152766308836	3.98872520342499e-05	0	3.8242380205744e-05	2.14219918167991e-05	4.30366672404889e-05	0	7.61015702290657e-05	8.67490782910432e-05	0.000179026988318489	9.82865380205091e-05	0	3.0085593513546e-05	0	0	0	0	6.65668164420037e-05	0.000159718894745248	0	0.000203795117974729	0	0	8.93655049151028e-05	3.4611657206147e-05	0	8.85216878135143e-05	0	0.000295420974889217	9.50051065244757e-05	1.22414004162076e-05	0	0	9.19497954117052e-05	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena contorta	9.64692263168049e-05	0.000450673757267114	0	5.2435085364319e-05	0	0	0	0.000127704135059893	0.000250988266298551	0	0	0	0.000355316421963631	0	8.9987739170538e-05	0	0	0.000483180326230027	0	0	0	0.000441717791411043	0.000305256517226643	0.000316537316232503	0.000103522730633855	0.000377509326701013	0.00038055527979086	0	0	0.000272688317253379	5.76103237700196e-05	0	0.000162930577996225	0.000137177632563476	0	0	0.000559401440458709	0.000105980317940954	0	5.10990555191238e-05	0	2.7481209722852e-05	0	0.000100356264739826	0.000386976247664799	1.19836542955409e-05	0.000139221473520076	1.94172872108038e-05	1.39542023080251e-05	0.000168808423540335	0.000150548343389191	0.000239224911287429	0.000114186209160589	0.00111947893344189	0.000123420221169036	2.28154232261008e-05	1.32025401687285e-05	0.000242160067804819	7.94239118924071e-05	9.7524820066707e-05	0	0	0	0.000137776893284142	0.000124937531234383	0.000393855848759354	0.00101668560492794	0.000235860182084061	0	0.00010717347813661	5.54026851834752e-05	0.0002009565531932	0	0.000137741046831956	0.000234111239803839	0.000258123727306622	0.000277209882532312	0.000750260170865703	0.000101699655492417	0.000581587469433613	0	0.00102008512434486	0	0.000274081825883291	0.000181110205560083	8.33263894675444e-05	0.000164105624347307	0.000222410653470301	0.000656479083846967	2.49697242093961e-05	0.000461987122108971	0.000181804959639299	6.28229492233513e-05	0.000167248052754814	0.000226287663840972	0.000172956518731191	0.000424808836023789	0.00026826283050819	0.000293545664697464	0.000108150978766358	6.89290719849275e-05	6.91457731188892e-05	0	0.00015556736715195	0	0.000212272623363052	0	0.000510725229826353	0	0.0018971096975784	6.20559123770517e-05	0	6.64787533904164e-05	0	0	2.14219918167991e-05	1.43455557468296e-05	0.000616903146206046	2.53671900763552e-05	8.67490782910432e-05	4.47567470796223e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368278909894427	0	0	0.000236336779911374	0	0	0	1.95034423575761e-05	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena fissicatena	1.20586532896006e-05	9.01347514534229e-05	0	6.29221024371828e-05	0	0	1.13350411461994e-05	0.000127704135059893	7.52964798895652e-05	0	0	0	0	0	0	2.27089507329314e-05	0	0.000216598077275529	0	0	5.03176300396251e-05	0.000245398773006135	0.000101752172408881	0.000152406855963798	1.47889615191221e-05	0	0.000115821172110262	0	1.01928486973539e-05	0	0	0	4.07326444990564e-05	2.49413877388138e-05	0	0	6.99251800573386e-05	3.78501135503407e-05	0	8.5165092531873e-06	0	1.3740604861426e-05	0	6.27226654623915e-05	1.33440085401655e-05	0	0	5.82518616324113e-05	8.37252138481504e-05	8.44042117701673e-05	4.6322567196674e-05	5.98062278218572e-05	0	0	2.46840442338073e-05	3.42231348391513e-05	0	6.60436548558597e-05	0	3.90099280266828e-05	0	0	0	6.1234174792952e-05	2.49875062468766e-05	0	0.000418635249087973	0	0	0	0	0	5.02626222010002e-05	5.50964187327824e-05	0	0	0.000103953705949617	0	5.08498277462085e-05	0.000330447425814553	1.37010700535712e-05	0	0	2.49165296257537e-05	0	0	0	4.17019975256815e-05	0.000340396561994724	1.24848621046981e-05	0	0	0	0	0	6.91826074924764e-05	1.14813198925348e-05	0.000167664269067619	0	0	3.44645359924638e-05	4.14874638713335e-05	0.00016974086228358	1.29639472626625e-05	5.13927433446397e-05	8.16433166780967e-05	0	0	0	0	4.65419342827888e-05	3.30305532617671e-05	0	0	0	0	0	0	0	4.33745391455216e-05	0	0	0	0	0	0	0	0	0	0	0	9.05756079887686e-05	0	0	0	3.4611657206147e-05	0	0	0	0.000118168389955687	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena orotica	0	0	0	0	0	0	0	0	0	1.13869278068777e-05	9.83525940496681e-06	0	0	0	0	0	5.62263673549711e-05	0	0	0	0	0	0	0.000445496963586485	1.47889615191221e-05	0	1.65458817300374e-05	0	2.03856973947079e-05	0.000142836737608913	0	0	0	0	1.93760899050572e-05	0	0	7.57002271006813e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101770812131081	1.23420221169036e-05	0	0	0	0	0	0	0	0	0	0.0015992003998001	0.0119031989847271	0	0	0	5.35867390683052e-05	0	0.00282678884825101	0	0.000151515151515152	0.00094876660341556	2.86804141451803e-05	0	0.0181030518647596	0	0	0	0.00028140279292272	1.22491976775521e-05	0.000473414062889321	0.0023997102236711	0.00151029080909924	0.0192898702073698	0.00187658988865567	1.21570200712401e-05	1.24848621046981e-05	0.00168914041521093	0	0.00496301298864475	0.001349930711521	0	6.91826074924764e-05	0.000861098991940113	0.00278322686652248	0.0143837375701758	0	0	0	2.82901437139301e-05	0	0	0	0	0.00130002785773981	0	0.0227653163709407	3.10279561885259e-05	1.65152766308836e-05	0	0	0	8.56879672671965e-05	0	0	0	0	0	0.000311240703731612	0	0	0	0	0	0	0.000133133632884007	0	0	0	0	0	0	6.92233144122941e-05	0	8.85216878135143e-05	0	0	2.37512766311189e-05	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Frisingicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0.000139588594342855	0	2.24969347926345e-05	0	0	0	0	0	0	0	0	4.689441721963e-05	0.000266201307344198	6.66192929472375e-05	0	0	0	0.000623287582293439	0	0	0	1.24706938694069e-05	0	0	0	0	0	0	0	0	0	0	2.66880170803309e-05	0	0	0	0	0	0	0	1.42732761450736e-05	0.000305312436393242	0	0	0	0	0.000476543471354442	0	0	3.07323519468945e-05	0	0	0.000174912543728136	0.000364681341443846	0	7.54752582668994e-05	0	0.000178622463561017	0	0.00012057393191592	0	0.000179063360881543	0.000221789595603637	0.000200762899016262	0	0.000145211645974007	0	0	0	7.03506982306799e-05	0	0.000622913240643843	0.000211295239820097	0.000197900174985418	0.000164105624347307	0.000139006658418938	0	0.000162303207361075	0.000173245170790864	3.63609919278598e-05	0.000282703271505081	0.000346442394992115	1.74067433723825e-05	0.00019025217060431	0.000229626397850697	0.000201197122881143	8.56174855367605e-05	3.60503262554526e-05	0	0	0	0	0	0	0	0.000371436530782802	0	0.00033478406427854	0	0	1.32957506780833e-05	0	0	0.000321329877251987	0	0.000308451573103023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Frisingicoccus;s__Frisingicoccus caecimuris	1.20586532896006e-05	0	0	0	0	0	0	0	0	0	0	0	0.000862911310483103	0	0.000281211684907931	0	0	0	0	0	0	0	0	0	0	0.000466335050630663	1.65458817300374e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000573792367227115	0	0.000640418778192348	0	0	1.05505264712709e-05	0	0	0.00019982586603103	0.00366374923671891	0	0	0	0	0.00593031875463306	0	0	0.0011063646700882	0	0	0	0	0	0.000179253738383886	0	0	0	0	0	0	0	0	0	0	1.27124569365521e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000436331903134318	0	0	0	0	0	0	0	0.000126176141894084	0	0	0	0	0	0	0	0	0	0	0	0	0.000212732010849333	0	0	0	0	0.000925354719309068	0	0	0	1.63810896700849e-05	0	0	0	0	0	0	0	0	0	0	0	0.000529212531752752	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter	0.000120586532896006	0	0	0.00141574730483661	6.79744959691124e-05	5.67118471048602e-05	0.000147355534900592	0.000140474548565883	0	0	0.000295057782149004	0	0.00151009479334543	0.000768268051201348	0.00175476091382549	6.81268521987941e-05	4.21697755162283e-05	4.99841716789683e-05	0.000139403908885605	0.00017772840877534	0	9.8159509202454e-05	0	0	0	0.00203188843489074	0	0	2.03856973947079e-05	0	0.000460882590160157	8.03449476418758e-05	9.50428371644648e-05	0.000411532897690428	0.000290641348575857	0	6.99251800573386e-05	0.000991672975018925	0.000255569280572475	1.70330185063746e-05	0.000159917756582329	4.1221814584278e-05	5.6977459716936e-05	6.27226654623915e-05	0	3.59509628866226e-05	0.00225538787102523	8.7377792448617e-05	2.79084046160501e-05	5.27526323563546e-05	1.15806417991685e-05	0.00120609226107412	0	0.0102788520252392	0.000308550552922591	0	7.92152410123708e-05	4.40291032372398e-05	2.6474637297469e-05	2.92574460200121e-05	0.000446428571428571	0	1.71062985391221e-05	0.000122468349585904	0	0	2.99025177919981e-05	8.49096655502618e-05	0	0	0	0	2.51313111005001e-05	1.37741046831956e-05	0	2.86804141451803e-05	0	0	0.000101699655492417	2.64357940651642e-05	0.000178113910696425	0	3.67475930326564e-05	0	0	0	0	0	0	0	0	0.00109082975783579	0	1.19462894824867e-05	0.000382948354192414	0	4.59252795701394e-05	0	0	0	3.44645359924638e-05	0.000497849566456003	0.00014145071856965	0.00116675525363963	0	0.000571503216746677	0	0	0.000237966182361418	0	0.000558503211393465	3.30305532617671e-05	0	0	0	0	4.30366672404889e-05	0.00154225786551511	0.000304406280916263	8.67490782910432e-05	0.000693729579734145	0.00262097434721358	0	0	0	0	0	0	0.00146446996172408	0.00095831336847149	0	6.79317059915765e-05	0	0	0.000670241286863271	0.000138446628824588	0.000122759636631476	0.000501622897609914	0	0.000827178729689808	0.000475025532622378	0	0	0	0	0	0	0
