feature	qval	prevalence.baseline	prevalence.nonbaseline	taxa	short.taxa
2656	4.39656594530793e-09	0.757894736842105	0.343065693430657	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
3307	2.15519616954963e-09	0.757894736842105	0.335766423357664	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri;t__Prevotella copri DSM 18205	t__Prevotella copri DSM 18205
3631	2.05488342585611e-05	0.757894736842105	0.45985401459854	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__[Eubacterium] hallii;t__	[Eubacterium] hallii
3790	0.000784923584495099	0.757894736842105	0.525547445255474	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum;t__Blautia obeum ATCC 29174	t__Blautia obeum ATCC 29174
3897	6.28765192113736e-05	0.757894736842105	0.474452554744526	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	Blautia
3905	0.0200907751494068	0.757894736842105	0.591240875912409	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	Blautia
4107	0.000784923584495099	0.757894736842105	0.525547445255474	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
4148	0.0200907751494068	0.757894736842105	0.591240875912409	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens;t__	Collinsella aerofaciens
423	0.817920367076971	0.757894736842105	0.781021897810219	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris;t__Bacteroides stercoris ATCC 43183	t__Bacteroides stercoris ATCC 43183
4324	0.000515694684073747	0.757894736842105	0.518248175182482	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans;t__Roseburia inulinivorans DSM 16841	t__Roseburia inulinivorans DSM 16841
4337	0.000474959448056196	0.757894736842105	0.510948905109489	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerosporobacter	Anaerosporobacter
772	0.0141531564255124	0.757894736842105	0.583941605839416	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium	Lachnoclostridium
857	0.000290326611357198	0.757894736842105	0.503649635036496	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	Clostridiales
984	1.9822519824578e-06	0.757894736842105	0.423357664233577	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	Prevotella copri
985	7.00410497826685e-06	0.757894736842105	0.445255474452555	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	Prevotella
